"","x"
"#N/A",103
"Abrus precatorius",5
"Acacia sinuata",31
"Acer mono",2
"Acer oblongum",34
"Acronychia pedunculata",125
"Adinandra integerrima",38
"Agapetes mannii",200
"Ailanthus fordii",2
"Alangium chinense",21
"Albizia chinensis",7
"Albizia mollis",39
"Alchornea davidii",1
"Alnus nepalensis",23
"Alsophila spinulosa",56
"Alyxia yunkuniana",2
"Amoora yunnanensis",87
"Angiopteris caudatiformis",1
"Anneslea fragrans",5685
"Aporusa villosa",518
"Aralia chinensis",3
"Ardisia maculosa",90
"Ardisia virens",308
"Argyreia capitata",3
"Artabotrys hongkongensis",32
"Artocarpus tonkinensis",328
"Baccaurea ramiflora",1
"Bauhinia acuminata",1
"Beilschmiedia linocieroides",536
"Betula alnoides",712
"Bischofia javanica",2
"Brandisia hancei",25
"Brassaiopsis glomerulata",1
"Breynia fruticosa",1
"Canthium horridum",721
"Carallia diplopetala",1
"Carpinus londoniana",2
"Caryodaphnopsis tonkinensis",29
"Caryota ochlandra",8
"Castanopsis calathiformis",6567
"Castanopsis ceratacantha",303
"Castanopsis echidnocarpa",25557
"Castanopsis ferox",117
"Castanopsis fleuryi",116
"Castanopsis hystrix",540
"Castanopsis wattii",2
"Celastrus monospermus",1557
"Cenocentrum tonkinense",1
"Cerasus cerasoides",49
"Chassalia curviflora",1
"Choerospondias axillaris",4
"Cinnamomum bejolghota",432
"Cinnamomum tenuipilum",2
"Cipadessa baccifera",6
"Clerodendrum philippinum",1
"Clerodendrum serratum",1
"Colona floribunda",6
"Colquhounia elegans",3
"Craibiodendron stellatum",333
"Craspedolobium schochii",1569
"Croton tiglium",1
"Cudrania cochinchinensis",60
"Cyclea polypetala",6
"Dalbergia obtusifolia",3
"Dalbergia polyadelpha",2
"Dalbergia rimosa",112
"Dalbergia stipulacea",117
"Daphne papyracea",7
"Debregeasia orientalis",2
"Decaspermum fruticosum",729
"Desmodium megaphyllum",1
"Dichapetalum gelonioides",515
"Dichroa febrifuga",1
"Diospyros kaki",437
"Diplospora mollissima",2795
"Dolichandrone cauda-felina",1
"Dysoxylum binectariferum",12
"Elaeagnus loureirii",1
"Elaeocarpus balansae",1
"Elaeocarpus braceanus",22
"Elaeocarpus fleuryi",497
"Elaeocarpus prunifolioides",3
"Elaeocarpus sylvestris",333
"Embelia parviflora",31
"Embelia ribes",101
"Embelia scandens",8
"Engelhardtia aceriflora",2
"Engelhardtia colebrookiana",954
"Engelhardtia serrata",949
"Engelhardtia spicata",104
"Eriobotrya serrata",73
"Ervatamia yunnanensis",104
"Erythrina strica",25
"Euaraliopsis ficifolia",7
"Eurya groffii",1974
"Eurya jintungensis",53
"Evodia lepta",835
"Evodia subtrigonosperma",41
"Evodia trichotoma",5
"Ficus cyrtophylla",8
"Ficus erecta",3
"Ficus esquiroliana",1
"Ficus fistulosa",1
"Ficus hirta",122
"Ficus hookeriana",4
"Ficus laevis",2
"Ficus neriifolia",3
"Ficus oligodon",37
"Ficus subincisa",151
"Ficus tinctoria",1
"Ficus virens",2
"Fissistigma bracteolatum",11
"Fissistigma minuticalyx",49
"Fissistigma wallichii",3
"Flacourtia indica",22
"Fraxinus floribunda",24
"Glochidion daltonii",1
"Glochidion eriocarpum",90
"Glochidion lanceolarium",2414
"Glochidion wrightii",7
"Gnetum montanum",1932
"Gomphandra tetrandra",8
"Gomphostemma arbusculum",1
"Gordonia chrysandra",692
"Hedyotis scandens",2
"Helicia nilagirica",3636
"Helicia pyrrhobotrya",90
"Heliciopsis henryi",341
"Ilex godajam",9
"Ilex polyneura",7
"Ilex szechwanensis",150
"Illicium micranthum",181
"Inula cappa",1
"Itea macrophylla",20
"Itea yunnanensis",3
"Ixora henryi",3
"Jasminum lanceolarium",2
"Jasminum nervosum",2
"Kadsura coccinea",97
"Kadsura heteroclita",194
"Lasianthus biermanni",3
"Lasianthus fordii",1
"Lasianthus formosensis",41
"Lasianthus henryi",12
"Laurocerasus jenkinsii",128
"Ligustrum quihoui",17
"Lindera caudata",4
"Lindera communis",2
"Lithocarpus annamensis",94
"Lithocarpus fenestratus",10331
"Lithocarpus grandifolius",1052
"Lithocarpus truncatus",6230
"Litsea garrettii",2122
"Litsea lancifolia",33
