"","x"
"Litsea longistaminata",4
"Litsea magnoliifolia",60
"Litsea monopetala",57
"Litsea rubescens",6025
"Lyonia ovalifolia",838
"Macaranga denticulata",30
"Macaranga kurzii",139
"Macaranga pustulata",2
"Machilus bombycina",439
"Machilus robusta",1
"Machilus rufipes",7780
"Maesa indica",3
"Maesa perlarius",785
"Maesa permollis",84
"Maesa ramentacea",120
"Mallotus apelta",4
"Mallotus paniculatus",1
"Mallotus philippensis",2
"Mallotus tetracoccus",43
"Maytenus royleana",1
"Medinilla septentrionalis",1069
"Melastoma affine",10
"Meliosma arnottiana",3
"Michelia floribunda",464
"Mitrephora maingayi",47
"Moru macroura",122
"Mucuna macrocarpa",1
"Mussaenda pubescens",170
"Mycetia glandulosa",25
"Myrica esculenta",1027
"Myriopteron extensum",1
"Neocinnamomum caudatum",2
"Neolitsea levinei",21
"Nephelium chryseum",1
"Olea dioica",2
"Olea glandulifera",910
"Olea rosea",1251
"Ormosia yunnanensis",5
"Oxyceros sinensis",10
"Pandanus furcatus",42
"Paramichelia baillonii",117
"Phoebe puwenensis",785
"Photinia davidsoniae",2
"Phyllanthus emblica",85
"Pinus kesiya",8
"Piper macropodum",62
"Pithecellobium clypearia",820
"Pittosporum kerrii",14
"Podocarpus neriifolius",10
"Psychotria yunnanensis",1
"Pygeum henryi",378
"Pyrularia edulis",55
"Pyrus pashia",16
"Quercus acutissima",1
"Rapanea neriifolia",481
"Reevesia pubescens",7
"Rhaphidophora decursiva",11
"Rhododendron hancockii",28
"Rhus chinensis",4
"Rourea minor",189
"Rubus paniculatus",189
"Sapindus delavayi",1
"Sarcosperma griffithii",48
"Sarcosperma kachinense",4
"Sargentodoxa cuneata",44
"Saurauia napaulensis",9
"Schefflera delavayi",821
"Schefflera glomerulata",22
"Schefflera venulosa",1
"Schima wallichii",4563
"Schisandra henryi",7
"Smilax hypoglauca",1
"Smilax macrocarpa",1
"Smilax ocreata",1
"Spatholobus suberectus",825
"Sterculia lanceolata",6
"Symplocos cochinchinensis",282
"Symplocos paniculata",2
"Syzygium balsameum",4
"Syzygium latilimbum",201
"Syzygium szemaoense",4
"Tapiscia yunnanensis",1115
"Tarennoidea wallichii",39
"Ternstroemia gymnanthera",1347
"Tetrastigma cruciatum",1
"Tetrastigma delavayi",25
"Tetrastigma erubescens",10
"Tetrastigma henryi",2
"Tetrastigma planicaule",12
"Tetrastigma rumicispermum",162
"Toddalia asiatica",41
"Toona ciliata",3
"Toona ciliata ",1
"Toxicodendron succedaneum",8
"Trichilia connaroides",84
"Tupidanthus calyptratus",20
"Turpinia montana",243
"Uncaria laevigata",16
"Vaccinium exaristatum",4928
"Ventilago leiocarpa",1
"Vernonia parishii",5
"Vernonia sylvatica",6
"Vernonia volkameriifolia",320
"Vitex quinata",4
"Wallichia chinensis",3
"Walsura robusta",3
"Wendlandia scabra",46
"Wendlandia tinctoria",2369
"Whitfordiodendron filipes",1
"Winchia calophylla",17
"Wrightia pubescens",2
"Xanthophyllum hainanense",1
"Xanthophyllum siamense",2
"Xylosma longifolium",73
"Xylosma racemosum",1
"Zanthoxylum dissitum",21
