"","x"
"Acerfabr",27
"Acerlaur",243
"Acropedu",878
"Adinhain",790
"Aidicant",699
"Allobala",2
"Alnifort",84
"Alsehain",3016
"Alsopodo",446
"Alstrost",1131
"Altiobov",951
"Antimacl",1569
"Antimont",8
"Apoddimi",63
"Aquisine",51
"Archclyp",95
"Archluci",100
"Archutil",7
"Ardidens",88
"Ardiobtu",17
"Ardiquin",253
"Ardivire",69
"Artostyr",733
"Beilglau",191
"Beilinte",96
"Beillaev",995
"Beiltsan",342
"Beiltung",2237
"Blascoch",10
"Breyrost",109
"Bridbala",74
"Calomemb",2
"Camecaud",64
"Canaalbu",1236
"Canapime",22
"Cantsimi",654
"Carabrac",514
"Casevelu",2
"Castcarl",1024
"Castfabr",27
"Castfiss",692
"Casthyst",17
"Castjian",389
"Castledo",99
"Casttonk",269
"Chiorami",649
"Chrylanc",5
"Cinnburm",1288
"Cinnpart",197
"Cinnrigi",543
"Cinnsuba",9
"Clerkwan",13
"Cleyobsc",269
"Craiscle",9
"Crypchine",3952
"Crypching",1671
"Cyclblak",137
"Cycledit",568
"Cyclfleu",227
"Cyclhui",89
"Cyclnegl",162
"Cyclpate",457
"Cyclphan",378
"Dacrimbr",147
"Dacrpect",187
"Daphcaly",1
"Daphpaxi",188
"Dasyrost",60
"Decamont",148
"Dendhain",86
"Dillturb",397
"Dioseria",51
"Diosmorr",70
"Diospoti",7
"Diossusa",194
"Dipldubi",8
"Diseplag",33
"Distrace",83
"Dysogota",2
"Dysohong",89
"Ehrelong",89
"Elaedubi",126
"Elaehowi",358
"Elaenite",245
"Elaepoil",263
"Elaesylv",214
"Endochin",167
"Engeroxb",303
"Engespic",26
"Engeunij",33
"Eriodefl",56
"Euonlaxi",1
"Eurycili",88
"Euryniti",14
"Ficualti",33
"Ficufist",19
"Ficuform",296
"Ficusubp",1
"Ficutuph",167
"Ficuvari",1
"Ficuvasc",310
"Garcmult",190
"Garcoblo",660
"Gardhain",53
"Girosuba",7452
"Gloccocc",1360
"Glyccoch",654
"Gomptetr",3
"Hanchook",1790
"Hedycath",1
"Helicoch",37
"Helihain",83
"Heliloba",40
"Helilong",597
"Heyntrij",25
"Homapani",146
"Homaphan",6
"Hopehain",29
"Ilexcoch",121
"Ilexcren",1
"Ilexfico",152
"Ilexgosh",1744
"Ilexhain",6
"Ilexkobu",36
"Ilexkwan",23
"Ilexnucu",2
"Ilexpube",836
"Ilexsubf",107
"Illitern",310
"Iteamacr",59
"Ixonreti",1
"Ixornien",4
"Lasicaly",1
"Lasichev",1
"Lasicurt",8
"Lasihirs",2
"Lasilanc",3
"Lasitric",964
"Lindkwan",404
"Lindnacu",22
"Lindrobu",235
"Liricham",14
"Lithamyg",531
"Lithfene",62
"Lithfenz",644
"Lithhanc",22
"Lithhand",94
"Lithhowi",46
"Lithlong",522
"Lithpseu",376
"Litsbavi",512
"Litselon",67
"Litsvarichin",5
"Litsvert",413
"Livisari",3314
"Machchin",134
"Machcica",450
"Machmont",701
"Machrobu",10
"Maclolig",503
"Madhhain",930
"Mangford",451
"Melamala",8
"Melasang",18
"Meliangu",354
"Melichun",44
"Melidumi",2
"Melirigi",67
"Melisqua",46
"Memeligu",143
"Michbala",234
"Michmedi",446
"Micrchun",376
"Murrpani",1
"Mycehain",7
"Myrssegu",39
"Naucoffi",3
"Neolcamb",107
"Neolelli",1146
"Neoloblo",56
"Neolovat",401
"Neolpulc",544
"Nephtope",3445
"Oleabrac",150
"Oleahain",20
"Oleatsoo",605
"Ormobala",693
"Ormoford",121
"Ormosemi",980
"Ormoxylo",34
"Osmadidy",600
"Osmamarg",181
"Paralotu",440
"Penteury",144
"Pertmetc",316
"Phoehung",30
"Photprun",213
"Pinabavi",4
"Pittperr",7
"Platlati",74
"Platparv",1980
"Podoneri",467
"Polycamb",1672
"Polyhain",185
"Polylaui",43
"Poutanna",248
"Pristetr",188
"Psycasia",3681
"Psyddico",492
"Pygetope",200
"Pyrejonq",1209
"Rauvvert",4
"Reevlanc",7
"Reevthyr",895
"Rhamlong",17
"Rhapferr",36
"Rhapindi",2
"Rhoddumehain",71
"Sarclaur",350
"Schehain",16
"Schehept",659
"Schisupe",1019
"Schiwall",2
"Sclewall",37
"Sloasine",325
"Sterlanc",7
"Streindi",52
"Sympaden",1563
"Sympanom",370
"Sympcong",296
"Sympglau",122
"Symphain",44
"Symplanc",157
"Symppoil",420
"Symppseu",460
"Sympsumu",7
"Sympviri",595
"Sympwiks",23
"Syzyacum",301
"Syzyarai",59
"Syzybuxi",323
"Syzycham",609
"Syzyclav",1
"Syzyglob",246
"Syzyhanc",938
"Syzyjien",8
"Syzyteph",180
"Tabebufa",5
"Tarelanc",166
"Tarewall",52
"Terngymn",126
"Tetrglab",13
"Toxivern",120
"Triacoch",13
"Turpmont",225
"Unidentified",12
"Vatimang",2
"Vibupunc",106
"Vitequin",3
"Wenduvar",48
"Wiksnuta",3
"Xanthain",2455
"Zantavic",65
