"","x"
"ACEAMP",11
"ACEDAV",55
"ACEELE",338
"ACEPUB",20
"ACTARG",2
"ADIGLI",384
"AGALAC",2
"BERKUL",1
"BETLUM",8
"CAMCUS",4683
"CARVIM",83
"CASEYR",19
"CELACU",2
"CELSTY",4
"CERCAM",103
"CERSCH",287
"CERSER",10
"CINJEN",2
"CLEBAR",292
"CLEPAC",1620
"CORCON",20
"CORGLA",61
"CORHON",69
"CRYJAP",17
"CUNLAN",6483
"CYCGLA",3
"CYCGRA",1
"CYCMUL",3542
"CYCSTE",1007
"DAPMAC",1294
"DENDEN",551
"ELADIF",30
"ERYSIN",91
"EUOHAM",2
"EUOMYR",41
"EURALA",88
"EURHEB",4524
"EURMUR",393
"EURRUB",382
"FAGLUC",1357
"FICHET",1
"FOKHOD",1
"GAMCIL",9
"HALMAC",57
"HOVDUL",5
"HYDCHI",9
"HYDPAN",5
"IDEPOL",5
"ILECRE",139
"ILEEDI",506
"ILEFIO",21
"ILEFOR",172
"ILELAT",1
"ILELIT",42
"ILEPED",63
"ILEROT",1
"ILESUA",567
"ILETRI",2
"ILETSO",222
"ILEWIL",75
"ILLJIA",528
"LIGSIN",2
"LINERY",310
"LINOBT",6
"LIRCHI",3
"LITBRE",2154
"LITELO",27
"LITHAN",91
"LYOOVA",32
"MACPAU",16
"MAGOFF",2
"MELFLE",5
"MELOLD",141
"MICFOK",7
"MORAUS",2
"NEOCHE",4
"NEOUND",257
"NYSSIN",196
"OSMFRA",13
"OSMMAR",17
"PADBUE",52
"PADGRA",15
"PHOBEA",580
"PHOGLA",5
"PHOPAR",23
"PIEJAP",16
"PINMAS",1
"PINTAI",6809
"PITILL",1
"PTECOR",121
"PYRCAL",3
"QUEENG",103
"RHAIND",4
"RHOCHA",2
"RHOFOR",2939
"RHOLAT",11440
"RHOOVA",323
"RHOSIM",163
"RHOSIS",13
"RHUHYP",2
"RHUPOT",16
"SABCAM",1
"SASTZU",3
"SCHINT",5
"SCHSUP",5824
"SKIREE",2
"SMIARI",1
"SORDUN",216
"SORFOL",1508
"SORHEM",99
"STESIN",416
"STRDAV",5
"STYCAL",344
"STYJAP",439
"SYCSIN",1602
"SYMANO",121
"SYMGLO",2
"SYMLAN",143
"SYMLUC",713
"SYMPAN",47
"SYMPEN",17
"SYMSTE",7
"SYMSUM",29
"TAXWAL",54
"TERGYM",111
"TOXSUC",38
"TOXTRI",12
"VACBRA",18
"VACCAR",16
"VACMAN",27
"VIBHER",1
"VIBSET",19
"VIBSYM",34
"VITCHU",1
"VITPSE",3
"YULCYL",197
