"","x"
"ACETUT",585
"ADIMIL",3
"ADIPIL",130
"ALNCHI",2
"ALNFOR",352
"ALTCHI",2546
"ANTMON",52
"ARDELE",1
"ARDQUI",4
"ARTHYP",107
"ARTSTY",2221
"BAEFRU",2
"BEIFOR",209
"BEITSA",70
"BETLUM",9
"BRESIN",2
"BRIMON",46
"CAMCAU",23
"CAMCOR",2
"CAMSEM",90
"CAMSIN",25
"CANALB",271
"CARBRA",4
"CARDIP",15
"CASCAR",967
"CASEYR",321
"CASFAB",109
"CASFIS",40
"CASFOR",113
"CASHEN",51
"CASNIG",780
"CASVIL",55
"CINAPP",9
"CINBUR",288
"CINCUS",111
"CINPAR",990
"CLEOBS",2
"CORSIN",262
"CRAPIN",1
"CRASCL",619
"CRYCON",2336
"CYCCHU",1027
"CYCHUI",358
"DAPCAL",1
"DAPOLD",773
"DENJAP",156
"DIOMOR",1055
"DIOSTR",80
"DIPDUB",7
"DISRAC",1036
"ELACHI",140
"ELADEC",1336
"ELASYL",1
"ENGFEN",376
"ENGROX",23
"ENKSER",7
"ERIFRA",53
"EUOLAX",2
"EURACM",606
"EURHEB",698
"EURNIT",212
"EVOLEP",36
"EXBTON",57
"FICHIR",1
"FICVAR",208
"FICVIR",1
"FORHIN",14
"GARJAS",4
"GARMUL",942
"GLOWRI",28
"HARVIL",327
"HELCOC",24
"HELKWA",1
"HELRET",30
"HETBRE",271
"HOMCOC",127
"HUOBIA",6
"ILECHA",28
"ILEDAS",26
"ILEMEM",767
"ILEPUB",1
"ILEROT",7
"ILESUB",5
"ILETRI",9
"ILLDUN",26
"ITECHI",3027
"IXORET",1210
"LAUPHA",26
"LINCHU",749
"LINMET",240
"LITACU",784
"LITCOR",2
"LITELO",2755
"LITGRE",274
"LITHAI",50
"LITLAN",4
"LITLIT",401
"LITLOH",433
"LITROT",387
"LITUVA",200
"LORCHI",10
"MACBRE",1388
"MACCHI",359
"MACLIT",46
"MACSAM",205
"MACVEL",197
"MANFOR",293
"MANKWA",635
"MELFOR",417
"MELRIG",129
"MELSQU",398
"MICFOV",195
"MICGRA",3
"MICSKI",57
"MYRRUB",111
"MYTLAO",128
"NEOAUR",17
"NEOCHU",21
"NEOPHA",2139
"OLEDIO",259
"ORMFOR",118
"ORMGLA",424
"ORMPAC",1241
"PENEUR",130
"PHOPRU",68
"PINMAS",2664
"PITCLY",19
"PITGLA",3
"PITLUC",210
"POLPLA",252
"PYRSPE",86
"QUEBAM",183
"QUEFLE",143
"QUELIT",1383
"RANCAN",779
"RAPNER",1287
"REEPUB",582
"REHMAC",98
"RHOMOU",1
"RHOSIM",18
"SAPDIS",116
"SAUTRI",8
"SCHCHI",104
"SCHOCT",224
"SCHSUP",1225
"SINWIG",202
"SLOSIN",111
"STYFAB",138
"SYMADE",460
"SYMANO",164
"SYMCON",314
"SYMDEN",1
"SYMGLA",13
"SYMHAI",13
"SYMLAN",279
"SYMLAU",591
"SYMPSU",6
"SYMWIK",204
"SYZACU",550
"SYZCHA",35
"SYZHAN",323
"TERGYM",286
"TERKWA",2
"TETGLA",7
"TOXVER",98
"TSOODO",24
"TURARG",1
"VITQUI",63
"WIKNUT",1
"XANHAI",3592
"ZANAVI",11
"ZANMYR",45
"ZIZJUJ",204
