"","x"
"ACER01",2
"ACTI01",1
"ACTINI",15
"ADENNO",2
"ADENPA",1
"AGANHE",28
"AGLA01",14
"AGLA02",2
"AGLAAR",19
"AGLABN",8
"AGLABR",46
"AGLACA",1
"AGLACO",1
"AGLACU",5
"AGLALE",133
"AGLARI",53
"AGLASU",1
"AGLATO",8
"AILAIN",26
"ALANVI",80
"ALBIPR",12
"ALLOCO",15
"ALSEAR",3
"ALSTBR",2
"ALSTSC",106
"ANTHCH",7
"ANTIOL",3
"APHA01",2
"APHAPH",2
"APHAPO",28
"APORPA",1
"ARCHGL",1
"ARCHLU",2
"ARCHPT",10
"ARDIIM",1
"ARTOAL",4
"ARTOCA",16
"ARTOCO",3
"ARTOLA",21
"ARTOSE",44
"ARYTLI",2
"ASTRAC",4
"ASTRMO",1
"BAMBFO",1
"BARRAP",28
"BARRNO",1
"BOMBCE",5
"BRIDMA",18
"BUCHMO",3
"CALLFA",1
"CALOSO",31
"CANAAC",89
"CANAIN",69
"CANAMA",9
"CANAOD",12
"CANAOL",10
"CANASC",2
"CARABR",7
"CARYRU",8
"CELT01",2
"CELTLA",367
"CELTNY",13
"CELTPH",61
"CERBFL",19
"CHIOBR",6
"CHIORA",6
"CHIOTR",1
"CHISCE",198
"CHISCU",126
"CHISFO",8
"CHISLA",5
"CHISLO",6
"CHISPA",1
"CHISTR",12
"CHISWE",35
"CHRYRO",21
"CINNGR",36
"CLAOPO",1
"CLERIN",1
"COMMPA",1
"CRYPCA",12
"CRYPDE",11
"CRYPDP",2
"CRYPEN",2
"CRYPMA",40
"CRYPME",14
"CRYPMS",15
"CRYPMU",12
"CRYPNO",18
"CUPAAC",12
"CUPACU",1
"CUPAMA",5
"CYATOB",5
"CYCLLA",11
"DECA01",3
"DECARH",7
"DENDCO",2
"DENDLO",3
"DIOSAR",1
"DIOSEL",5
"DIOSFO",1
"DIOSPE",8
"DRACAN",3
"DRACDA",43
"DRACLE",22
"DRYPLA",2
"DRYPOB",2
"DYSOAB",73
"DYSOAC",4
"DYSOAH",3
"DYSOAL",39
"DYSOAN",9
"DYSOAR",28
"DYSOAT",3
"DYSOBR",7
"DYSOGA",2
"DYSOMI",16
"DYSOMO",8
"DYSOMY",13
"DYSOPA",17
"DYSOPE",17
"DYSORI",83
"DYSOSE",39
"ELAE01",1
"ELAEAM",15
"ELAEMI",9
"ELAESC",1
"ELAESP",12
"ELAEUN",6
"ENDIBR",3
"ENDIDI",1
"ENDISQ",5
"ENDOLA",19
"ENDOMA",42
"ENDOME",6
"ERYTCA",266
"EUPOLA",1
"EUROPA",1
"FICUAB",8
"FICUAD",1
"FICUAL",3
"FICUAP",2
"FICUAR",1
"FICUAU",1
"FICUBA",1
"FICUBE",6
"FICUBO",1
"FICUCA",1
"FICUCH",1
"FICUCO",3
"FICUDR",5
"FICUER",10
"FICUGL",6
"FICUGU",14
"FICUHO",6
"FICUME",22
"FICUMO",6
"FICUNO",35
"FICUPO",32
"FICUPR",15
"FICUPS",15
"FICUPU",8
"FICURU",36
"FICUSE",12
"FICUST",18
"FICUSU",10
"FICUTR",1
"FICUVA",30
"FICUVI",10
"FICUVR",3
"FICUWA",3
"FLACZI",1
"GANOFA",6
"GARCAS",2
"GARCDU",4
"GARCHU",2
"GARCLE",1
"GARDHA",2
"GARUFL",33
"GASTSP",12
"GIGASC",16
"GMELMO",42
"GNETCO",1
"GNETGN",295
"GOMPPA",6
"GONI01",3
"GONIAR",1
"GONIIM",1
"GONOLI",4
"GORDAM",3
"GUIOCO",3
"GYMNPA",122
"HAPLFL",79
"HAPLLA",5
"HAPLLO",2
"HARPAE",1
"HARPAR",5
"HARPLO",3
"HARPRA",3
"HERNOV",1
"HIBIEL",1
"HIBIPA",11
"HIBITI",1
"HOMAFO",20
"HOPEIR",23
"HORSBA",138
"HORSHE",66
"HORSIR",22
"HORSSU",19
"HORSSY",48
"HYDRBE",1
"HYDRCO",10
"INTSBI",144
"INTSPA",1
"KIBA01",11
"KINGAL",38
"KINGNO",57
"KLEIHO",12
"LAGEAR",1
"LAGEPI",1
"LEPICO",17
"LEPIMI",2
"LEPIXY",1
"LICUBE",3
"LITSCO",30
"LITSGL",6
"LITSGU",4
"LITSTI",19
"MACAAL",41
"MACABI",14
"MACAFA",12
"MACAIN",1
"MACANE",4
"MACAPU",6
"MACAQU",11
"MACATA",19
"MALL01",2
"MALLFL",1
"MALLOB",6
"MALLPE",1
"MANGIN",3
"MANGMI",3
"MANILE",3
"MANIME",14
"MANIPL",7
"MANIPS",39
"MANISC",113
"MARACO",3
"MASTPA",244
"MEDULA",5
"MELIEL",25
"MELIPI",1
"MERRME",21
"MICRAR",89
"MICRGR",143
"MICRMI",2
"MICRST",41
"MILLPI",15
"MISCLA",2
"MISCSU",4
"MYRIBU",1
"MYRICR",27
"MYRIFA",64
"MYRIFI",1
"MYRIGL",40
"MYRIHO",11
"MYRIIN",1
"MYRILA",1
"MYRISC",7
"MYRISU",16
"NAUCOR",76
"NEISCI",4
"NEONMA",21
"NEONOB",98
"NEOSFO",3
"NEUBCO",14
"OCTOSU",5
"ORANLA",24
"OSMONO",1
"OXYMGR",1
"PALAGA",12
"PALAMO",2
"PALAWA",11
"PANDDA",1
"PANDKA",1
"PANGED",145
"PARKVE",4
"PHAEMA",14
"PICRJA",18
"PIMEAM",548
"PISOLO",1
"PLANMY",18
"PLANPA",1
"PLANTH",25
"PLANXY",24
"PLEIFI",29
"PODONE",8
"POLY01",1
"POLYGL",80
"POLYOB",19
"POMEPI",698
"POPOPI",1
"PRAIPA",9
"PROTMA",15
"PRUNGA",8
"PRUNSC",14
"PSEUVE",11
"PSYC01",3
"PSYCLE",1
"PSYCRA",1
"PTERBE",66
"PTERIN",66
"RANDSC",5
"RHODSE",3
"RHUSTA",2
"RHYT01",22
"RHYTLO",1
"RHYTNO",4
"RYPAAM",8
"RYPACA",32
"SALAKO",1
"SANDKO",20
"SARCCO",7
"SAURPO",5
"SEMEAU",3
"SEMESC",4
"SIPHCE",8
"SLOAFO",8
"SLOASO",36
"SPONDU",24
"STEG01",1
"STEGHI",11
"STERAM",106
"STERSC",8
"STERSH",110
"STREAS",4
"SYZYAC",4
"SYZYAM",2
"SYZYFA",6
"SYZYFU",9
"SYZYGO",5
"SYZYGP",1
"SYZYHL",6
"SYZYHZ",1
"SYZYLO",9
"SYZYPT",1
"TABEPA",1
"TEIJAH",14
"TEIJBO",49
"TERM01",3
"TERMAR",4
"TERMCO",58
"TERMIM",14
"TERMMI",26
"TERMSE",7
"TERNCH",98
"TETRNU",12
"TIMORU",11
"TIMOTI",4
"TOONSU",14
"TRICPL",10
"TRISAC",43
"UNKNOW",701
"VATIPA",3
"VERSCA",5
"VITECO",114
"VITEQU",11
"WENZDO",1
"WRIGLA",32
"XANTPA",83
"XYLOPA",2
"ZIZIAN",13
