"","x"
"ABRUPR",4
"ACER01",2
"ACERLE",11
"ACEROP",179
"ACTI01",19
"ACTINI",724
"ADENNO",5
"ADENPA",1
"AGANHE",351
"AGLA01",1201
"AGLA02",62
"AGLA04",1
"AGLAAR",1154
"AGLABN",819
"AGLABR",1328
"AGLABS",34
"AGLACA",30
"AGLACO",95
"AGLACU",99
"AGLADE",27
"AGLAIN",2
"AGLALE",2515
"AGLARI",3150
"AGLASA",135
"AGLASU",17
"AGLATO",1052
"AILAIN",282
"ALANJA",1
"ALANVI",909
"ALBIPR",34
"ALLOCO",383
"ALPHIN",9
"ALSEAR",95
"ALSTBR",2
"ALSTSC",337
"ANTHCH",20
"ANTIAN",1
"ANTIOL",166
"ANTITO",215
"APHA01",91
"APHAPH",31
"APHAPO",4500
"APORPA",494
"ARCHGL",41
"ARCHLU",908
"ARCHPT",122
"ARDIIM",1076
"ARDILA",221
"ARECA1",2
"ARTOAL",12
"ARTOCA",107
"ARTOCO",49
"ARTOFR",1
"ARTOLA",393
"ARTOSE",288
"ARYTLI",30
"ASTRAC",135
"ASTRMO",13
"BAMB01",66
"BAMBFO",571
"BARRAP",928
"BARRCA",15
"BARRNO",254
"BARRRA",15
"BOMBCE",9
"BREYCE",66
"BRIDMA",213
"BUCHAR",1
"BUCHMO",7
"CALDNY",3
"CALLAR",4
"CALLFA",34
"CALLLO",1
"CALLPE",45
"CALLPR",98
"CALOMU",1
"CALOSO",2439
"CALYMA",70
"CANAAC",2713
"CANAAS",11
"CANAHI",1
"CANAIN",706
"CANAMA",234
"CANAOD",43
"CANAOL",248
"CANAPO",18
"CANASC",54
"CANAVI",2
"CANT01",16
"CARABR",166
"CARYRU",30
"CASECL",117
"CELT01",70
"CELTLA",7970
"CELTNY",191
"CELTPH",748
"CERBFL",411
"CHIOBR",801
"CHIORA",895
"CHIOSE",7
"CHIOTR",115
"CHISCE",2866
"CHISCU",2513
"CHISFO",252
"CHISLA",288
"CHISLO",285
"CHISMO",9
"CHISPA",23
"CHISSC",2
"CHISTR",1454
"CHISWE",1277
"CHRYRO",55
"CINNGR",326
"CITRSU",22
"CLAO01",8
"CLAOPO",232
"CLEIJA",8
"CLERIN",58
"CLERTR",85
"CLYMPA",15
"COMMBA",19
"COMMPA",13
"CORDTE",314
"CROTWO",13
"CRYP01",46
"CRYP02",1
"CRYP03",2
"CRYPAP",10
"CRYPCA",1479
"CRYPDE",212
"CRYPDP",86
"CRYPEN",108
"CRYPLA",25
"CRYPLE",33
"CRYPMA",1170
"CRYPME",698
"CRYPMS",190
"CRYPMU",471
"CRYPNO",499
"CRYPVI",2
"CUPA01",4
"CUPAAC",955
"CUPACU",124
"CUPAMA",370
"CYAT01",11
"CYATOB",186
"CYATPO",248
"CYCLLA",78
"CYCLLO",4
"CYRTER",1
"DEBRLO",8
"DECA01",33
"DECA02",5
"DECARH",178
"DENDCO",8
"DENDLO",306
"DESMOR",2
"DICHPA",48
"DICLPA",25
"DICTOB",242
"DILLPA",4
"DIOSAR",1
"DIOSEL",191
"DIOSFE",1
"DIOSFO",241
"DIOSHE",2
"DIOSLO",8
"DIOSPE",393
"DRACAN",2588
"DRACDA",450
"DRACLE",372
"DRYPLA",286
"DRYPOB",507
"DUABMO",3
"DYSO02",4
"DYSO04",7
"DYSO05",2
"DYSOAB",4374
"DYSOAC",88
"DYSOAH",245
"DYSOAL",913
"DYSOAN",83
"DYSOAR",787
"DYSOAT",114
"DYSOBR",127
"DYSOCA",3
"DYSOCO",28
"DYSOEX",2
"DYSOGA",56
"DYSOMI",1049
"DYSOMO",132
"DYSOMY",3054
"DYSOPA",120
"DYSOPE",444
"DYSORI",1230
"DYSOSE",564
"ELAE01",2
"ELAEAL",8
"ELAEAM",321
"ELAEDO",4
"ELAELE",4
"ELAEMI",230
"ELAESC",14
"ELAESP",57
"ELAEUN",335
"ELAEWO",3
"ENDIBR",40
"ENDIDI",175
"ENDISQ",65
"ENDOLA",137
"ENDOMA",763
"ENDOME",27
"ERIAFR",5
"ERYTCA",2659
"EUPOLA",1
"EUROPA",14
"FARASP",1
"FICU01",1
"FICUAB",10
"FICUAD",118
"FICUAL",1074
"FICUAP",12
"FICUAR",464
"FICUAU",1154
"FICUBA",3250
"FICUBE",5346
"FICUBO",129
"FICUCA",1
"FICUCG",150
"FICUCH",1
"FICUCO",1867
"FICUCP",137
"FICUDR",7
"FICUED",12
"FICUER",570
"FICUGL",16
"FICUGU",421
"FICUHI",1
"FICUHO",293
"FICUME",136
"FICUMO",150
"FICUNO",226
"FICUOD",2
"FICUPA",57
"FICUPH",10
"FICUPO",114
"FICUPR",144
"FICUPS",155
"FICUPU",343
"FICURU",583
"FICUSE",65
"FICUST",168
"FICUSU",127
"FICUTR",188
"FICUVA",280
"FICUVI",25
"FICUVR",18
"FICUWA",837
"FINLOV",2
"FLACRU",42
"FLACZI",26
"FRIEGL",10
"GANOFA",305
"GARCAS",169
"GARCDU",453
"GARCHU",228
"GARCLA",23
"GARCLE",41
"GARCMA",8
"GARDHA",169
"GARU01",1
"GARUFL",103
"GASTSP",57
"GIGASC",83
"GLOCAN",193
"GLOCNO",3
"GMELMO",455
"GMELPA",2
"GNETCO",7
"GNETGN",6628
"GOMP01",1
"GOMPMO",16
"GOMPPA",195
"GONI01",1218
"GONI03",13
"GONIAR",115
"GONIIM",404
"GONOLI",88
"GORDAM",55
"GRAPPI",2016
"GREWGL",1
"GUIOCO",121
"GYMNPA",6612
"HAPL01",1
"HAPLFL",1660
"HAPLFU",27
"HAPLLA",603
"HAPLLO",830
"HARPAE",17
"HARPAR",310
"HARPCR",4
"HARPLO",3391
"HARPRA",591
"HELIAF",7
"HELILA",82
"HELIOR",1
"HERILI",1
"HERNOV",5
"HIBI01",3
"HIBIEL",6
"HIBIPA",150
"HIBITI",5
"HOMAFO",167
"HOMANO",16
"HOPEIR",265
"HORNLY",1
"HORSBA",3141
"HORSHE",638
"HORSIR",276
"HORSMA",2
"HORSSI",7
"HORSSP",13
"HORSSU",96
"HORSSY",314
"HYDRBE",1
"HYDRCO",14
"INOCFA",8
"INTSBI",541
"INTSPA",1
"IXORAM",1994
"IXORTI",430
"JAGEJA",22
"KIBA01",114
"KINGAL",848
"KINGMI",2
"KINGNO",637
"KLEIHO",41
"KOPSFL",5
"LAGEAR",34
"LAGEPI",15
"LEEAIN",291
"LEPICO",409
"LEPIMI",33
"LEPITE",19
"LEPIXY",57
"LEUCAU",575
"LEUCCA",19
"LICUBE",891
"LITS01",8
"LITS02",2
"LITSCO",811
"LITSGL",151
"LITSGU",110
"LITSTI",5296
"LOPHTO",1
"MACAAL",349
"MACABI",881
"MACAFA",676
"MACAIN",209
"MACANE",843
"MACANO",20
"MACAPU",968
"MACAQU",102
"MACATA",108
"MACLAM",1
"MACRPO",3
"MAESED",1
"MALL01",40
"MALL02",23
"MALLEX",1
"MALLFL",2
"MALLOB",1596
"MALLPE",1850
"MANGIN",10
"MANGMI",12
"MANIFO",1
"MANILE",1153
"MANIME",674
"MANIPL",197
"MANIPS",1349
"MANISC",1926
"MARACO",99
"MASTPA",6227
"MEDICR",1
"MEDULA",1762
"MELAMU",2
"MELIEL",269
"MELIPI",58
"MELOUM",6
"MERR01",12
"MERRME",1018
"MERRPE",1
"MICM01",1
"MICR01",17
"MICR02",1
"MICRAR",1460
"MICRGR",2417
"MICRMI",134
"MICRPY",1
"MICRST",383
"MILLPI",88
"MISCLA",166
"MISCSU",345
"MORICI",57
"MUSSCY",10
"MUSSFE",5
"MYRI01",3
"MYRIBU",23
"MYRICR",622
"MYRIFA",2079
"MYRIFI",120
"MYRIGL",1418
"MYRIHO",118
"MYRIIN",35
"MYRILA",1
"MYRIMA",1
"MYRISC",121
"MYRISU",273
"NAUCOR",270
"NEISCI",316
"NEONMA",75
"NEONOB",405
"NEOSFO",204
"NEUBCO",262
"OCTOSU",14
"OMPHPA",4
"ORANLA",41
"OREORU",13
"OREOTR",244
"OSMONO",170
"OXYMGR",4
"PALAGA",1061
"PALAMO",336
"PALAWA",640
"PANDDA",209
"PANDKA",332
"PANGED",640
"PAPUAA",1
"PARAVE",9
"PARKVE",39
"PAVEPL",117
"PHAE01",53
"PHAEMA",211
"PHALMA",18
"PHALPE",11
"PHYL01",1
"PHYLCL",11
"PICRJA",393
"PIMEAM",4250
"PIPTAR",37
"PISOLO",1420
"PISOUM",13
"PITT01",82
"PITTSI",154
"PLANMY",1137
"PLANPA",14
"PLANTH",592
"PLANXY",1623
"PLEIFI",734
"PODONE",233
"POLY01",13
"POLYGL",669
"POLYOB",754
"POMEPI",3524
"POPOPI",8
"POTHRU",1
"POUTKE",1
"PRAIPA",152
"PREMOB",5
"PROTMA",222
"PRUNGA",311
"PRUNSC",627
"PSEUBE",7
"PSEUVE",2366
"PSYC01",149
"PSYCBE",14
"PSYCCH",1
"PSYCLE",172
"PSYCMI",83
"PSYCRA",73
"PSYDCY",49
"PTERBE",704
"PTERHO",4
"PTERIN",255
"RANDDE",63
"RANDDR",214
"RANDSC",1894
"RHODSE",107
"RHUSTA",3
"RHYT01",408
"RHYTLO",27
"RHYTNO",111
"RINOBE",2
"RYPAAM",2195
"RYPACA",2115
"RYPAJA",1
"SALAER",5
"SALAKO",55
"SANDKO",408
"SARCCO",14
"SAURPO",102
"SAURPU",49
"SEME01",5
"SEMEAU",341
"SEMEFO",7
"SEMEMA",26
"SEMESC",623
"SEMEUN",1419
"SIPHCE",257
"SLOAFO",22
"SLOASO",420
"SOLAOL",20
"SPONDU",65
"STEG01",6
"STEGHI",407
"STEGHO",31
"STERAM",1105
"STERCO",1
"STERSC",102
"STERSH",1656
"STREAS",70
"STRYMI",6
"SYZY01",13
"SYZY02",9
"SYZYAC",60
"SYZYAM",219
"SYZYFA",74
"SYZYFU",287
"SYZYGO",868
"SYZYGP",307
"SYZYHL",449
"SYZYHZ",32
"SYZYIT",4
"SYZYLO",1983
"SYZYPT",41
"SYZYRI",1
"SYZYTH",11
"TABEAU",5
"TABEPA",576
"TAREBU",99
"TECODE",1
"TEIJAH",81
"TEIJBO",318
"TERM01",20
"TERMAR",28
"TERMCO",621
"TERMIM",258
"TERMKA",2
"TERMMA",1
"TERMMI",110
"TERMSE",27
"TERNCH",2305
"TETRNU",31
"TIMORU",514
"TIMOTI",30
"TOECER",1
"TOECLI",11
"TOONSU",70
