"","x"
"ALCFLO",152
"ALCLAT",392
"ANDINE",147
"ANTOBT",15
"ARDGLA",106
"ARTALT",14
"BEIPEN",2
"BRUPOR",1
"BUCTET",188
"BYRSPI",308
"BYRWAD",30
"CALCAL",66
"CALSQU",26
"CASARB",3093
"CASDEC",1
"CASGUI",1
"CASSYL",1341
"CECSCH",2476
"CEIPEN",1
"CESMAC",8
"CHIDOM",191
"CHOVEN",12
"CHRARG",3
"CINELO",4
"CINMON",6
"CITAUR",1
"CITCAU",7
"CITFRU",6
"CLUCLU",2
"COCPYR",66
"COCSPP",14
"COCSWA",52
"COFARA",18
"COMGLA",30
"CORBOR",860
"CORSUL",190
"CROPOE",138
"CSSGUI",80
"CUPAME",1
"CYRRAC",18
"DACEXC",1584
"DAPPHI",5
"DENARB",144
"DITMYR",1
"DRYALB",6
"DRYGLA",308
"EUGDOM",26
"EUGSTA",538
"FAROCC",176
"FICAME",9
"FICCIT",23
"FICCRA",4
"FICSPP",17
"FICTRI",19
"GENAME",5
"GONSPI",5
"GUAGLA",304
"GUAGUI",430
"GUAULM",2
"GUEVAL",185
"GUTCAR",161
"HENFAS",12
"HIBTIL",14
"HIRRUG",690
"HOMRAC",239
"INGLAU",1161
"INGVER",158
"IXOFER",233
"LAEPRO",120
"LONLAT",3
"MAGSPL",2
"MALFUR",7
"MANBID",1499
"MANIND",3
"MARNOB",19
"MATDOM",298
"MAYELO",8
"MELHER",102
"MICAFF",19
"MICIMP",85
"MICMIR",7
"MICPRA",738
"MICTET",111
"MIRCHR",6
"MIRGAR",53
"MYRDEF",323
"MYRFAL",4
"MYRLEP",153
"MYRSPL",230
"OCHPYR",2
"OCOFLO",6
"OCOGLO",1
"OCOLEU",536
"OCOMOS",24
"OCOPOR",4
"OCOSIN",112
"ORMKRU",154
"OXALAU",9
"PALRIP",1168
"PIPAMA",1
"PIPBLA",49
"PIPGLA",79
"PIPHIS",3
"PISBOR",1
"PLEMAC",1
"PREMON",4724
"PSESPU",104
"PSYBER",1314
"PSYBRA",1561
"PSYGRA",12
"PTEOFF",4
"QUATUR",1
"RHEPOR",49
"RONPOR",6
"ROYBOR",44
"SAMSPI",73
"SAPLAU",178
"SCHMOR",1309
"SIMAMA",4
"SLOBER",2763
"SPACAM",1
"SWIMAC",7
"SYMMAR",19
"SYZJAM",67
"TABHET",637
"TERLUQ",1
"TETBAL",496
"TETURB",1
"TREMIC",5
"TRIPAL",627
"TUROCC",2
"UREBAC",144
"VITDIV",1
"XYLSCH",1
"ZANMAR",34
