"","x"
"凹叶冬青",9
"白背叶",1
"白车",90
"白楸",15
"白肉榕",3
"白颜树",127
"半枫荷",4
"笔管榕",1
"笔罗子",32
"变叶榕",3
"布渣叶",2
"粗叶榕",1
"粗壮润楠",7
"大苞血桐",7
"大叶臭椒",6
"大叶土蜜树",10
"吊钟花",1
"鼎湖钓樟",26
"鼎湖合欢",2
"鼎湖血桐",28
"杜英",1
"短序润楠",244
"多花山竹子",1
"肥荚红豆",2
"橄榄",54
"狗骨柴",2
"谷木",13
"光叶红豆",181
"光叶山矾",5
"光叶山黄皮",34
"广东蒲桃",1
"广东润楠",5
"海红豆",2
"荷木",2130
"褐叶柄果木",7
"黑柃",11
"黑叶谷木",3
"红车",572
"红鳞蒲桃",1
"红皮紫棱",1054
"厚壳桂",633
"厚皮香",3
"虎皮楠",2
"华润楠",319
"黄果厚壳桂",97
"黄毛榕",3
"黄牛木",3
"黄杞",682
"黄叶树",184
"嘉赐树",1
"假苹婆",8
"降真香",37
"金叶含笑",1
"金叶树",11
"簕党",1
"黧蒴",40
"两广梭罗",21
"亮叶猴耳环",7
"岭南山竹子",75
"鹿角杜鹃",1
"轮叶木姜子",1
"罗浮杜鹃",310
"罗浮柿",26
"罗伞树",1
"马尾松",168
"芒果",1
"毛秀柱花",4
"密花树",285
"蒲桃",7
"青果榕",2
"日本杜英",1
"绒楠",9
"榕叶冬青",114
"软荚红豆",6
"三花冬青",24
"沙坝冬青",95
"山苍子",2
"山钓樟",68
"山杜英",13
"山牡荆",6
"山檨叶泡花树",1
"山石榴",1
"韶子",19
"鼠刺",3
"水石梓",168
"酸味子",1
"桃叶石楠",89
"铁冬青",13
"凸脉榕",5
"土沉香",2
"臀果木",43
"网脉山龙眼",6
"微毛山矾",86
"乌材",20
"乌檀",4
"细齿叶柃",1
"显脉杜英",13
"香皮树",1
"小果冬青",2
"小盘木",1
"小新木姜",113
"小叶胭脂",140
"肖蒲桃",601
"锈叶新木姜",3
"鸭脚木",36
"胭脂",2
"杨桐",1
"异株木犀榄",1
"鱼骨木",110
"鱼尾葵",35
"越南冬青",4
"越南天料木",2
"云南银柴",101
"竹节树",28
"锥栗",2223
"子凌蒲桃",57
