"","x"
"ABARJU",22
"ABARLA",96
"ABUTGR",255
"ACALCU",502
"ACALPU",3
"ACALSD",73
"ACALSH",22
"ACANAN",7
"ACIDNI",1348
"AEGIEL",8
"AEGIHA",95
"AEGIIN",9
"AEGIME",18
"AEGIVI",68
"AGONPE",31
"AGONSI",22
"AGOUCU",46
"AGOUIS",94
"AGOUVE",20
"AIOUGR",4
"AIOUPE",3
"AIOUPS",11
"AIPHUL",352
"ALBINI",24
"ALC1CO",1
"ALC1GL",2
"ALC1TR",200
"ALC2FL",70
"ALIBIT",37
"ALIBJO",24
"ALIBLA",53
"ALIBPE",14
"ALIBPI",26
"ALLOAM",29
"ALLOGL",180
"ALLOPI",82
"ALLOSC",35
"ALSECO",222
"ALSOCU",8
"AMIRAM",8
"AMPEED",137
"AMPELO",26
"AMYRMA",18
"ANAXBR",42
"ANDIIN",39
"ANDILA",5
"ANDIMA",5
"ANDIMU",7
"ANIBAN",99
"ANIBGU",153
"ANIBHO",294
"ANIBRI",261
"ANIBTA",15
"ANNOAM",41
"ANNODU",24
"ANNOMO",6
"ANTHAM",12
"APARCO",479
"APEIME",453
"APEITI",2
"APHECR",66
"APTATU",52
"APULLE",19
"ARDIDE",51
"ARDISE",90
"ASPIBL",7
"ASPIME",11
"ASPIRI",49
"ASPISP",6
"ASTCCH",98
"ASTCMU",85
"ASTRGR",62
"ATTAMA",1
"BACTCO",44
"BACTMA",100
"BACTSI",16
"BANANI",7
"BATOAM",11
"BATOCO",5
"BATOOR",138
"BAUHBR",195
"BEILPE",44
"BELLPE",30
"BERTGU",19
"BESLQU",100
"BESLST",1
"BOROCL",179
"BROSAC",61
"BROSGU",118
"BROSLA",61
"BROSPO",1
"BROSUT",83
"BROWGR",2178
"BROWLO",493
"BROWRO",1
"BRUNSH",2
"BUCHCO",16
"BUCHGR",40
"BUCHMA",9
"BUCHPA",32
"BUCHPU",9
"BUNCAR",93
"BUNCBL",42
"BUNCMY",87
"BYRSJU",22
"BYRSPU",72
"CABRCA",120
"CALCME",227
"CALLCA",108
"CALOBR",28
"CALPBI",148
"CALPGC",3
"CALPGI",11
"CALPLO",1
"CALPPC",94
"CALPPE",14
"CALPPL",105
"CALPPS",38
"CALPPT",14
"CALPRU",169
"CALPSE",164
"CALPSP",134
"CAMPLI",45
"CAPIDE",53
"CAPPDE",155
"CAPPOS",31
"CAPPSO",665
"CARACO",48
"CARDOR",200
"CARIBR",15
"CARIMI",9
"CAROCH",10
"CAROFO",8
"CAROTO",24
"CARPLO",636
"CARYGL",10
"CASEAC",9
"CASEAE",105
"CASEAR",68
"CASEBR",81
"CASEJA",248
"CASENI",159
"CASEPF",189
"CASEPI",36
"CASEPR",340
"CASESP",24
"CASESY",66
"CASETU",3
"CASEUL",90
"CASSCO",12
"CASTUL",174
"CATHAC",21
"CECREN",21
"CECRFI",391
"CECRHE",56
"CECRMA",8
"CECRME",2
"CECRPU",10
"CECRSC",513
"CEDAOD",77
"CEDGCA",41
"CEIBPE",6
"CELTSC",144
"CENTLO",11
"CESTME",26
"CESTSI",20
"CESTTO",5
"CHAMPI",134
"CHEICO",32
"CHIMGL",10
"CHIMJA",48
"CHIOOP",49
"CHLO2S",11
"CHOMCO",147
"CHRCFR",9
"CHRCHU",4
"CHRCME",58
"CHRCTE",52
"CHRYAM",21
"CHRYAR",207
"CHRYCU",113
"CHRYMA",27
"CHRYMI",11
"CHRYOV",17
"CHRYTR",16
"CHRYVE",9
"CINNNA",23
"CINNOP",48
"CINNTR",2
"CITHPO",1
"CLARBI",97
"CLARRA",24
"CLAVDE",3
"CLAVPR",73
"CLAVWE",23
"CLIDDI",18
"COCCCO",2
"COCCDE",326
"COCCGI",96
"COCCJI",2
"COCCLA",6
"COCCMO",28
"COCCNI",6
"COCCPA",49
"COCCPB",12
"COCCPU",13
"COCCSU",4
"COLUAR",10
"COMPCA",115
"COMPUL",54
"CONCRH",501
"CORDBU",5
"CORDCH",19
"CORDCO",64
"CORDHE",9
"CORDJO",47
"CORDKI",30
"CORDNO",1029
"CORDUC",72
"COSSOR",24
"COUEOB",38
"COUEPA",23
"COURGU",7
"COUSBR",15
"COUSCE",24
"COUSDU",67
"COUSKL",27
"COUTGU",21
"CREMCA",52
"CREMGR",50
"CREPGO",5
"CREPRH",197
"CRYPNO",432
"CUPACI",24
"CUPALI",109
"CYATLA",275
"CYATPU",8
"CYBIAN",2
"CYBIPE",21
"CYMBCO",45
"CYPHME",14
"CYPHPI",30
"DACRGO",89
"DACRPE",132
"DALBNI",8
"DENBBO",81
"DENDAR",83
"DENDCA",140
"DENDQU",490
"DIALGU",94
"DILKPA",323
"DIOSAR",18
"DIOSCR",38
"DIOSEK",26
"DIOSPS",53
"DIOSSU",12
"DIPLPT",2
"DIPLPU",11
"DIPOCU",1
"DISCGU",206
"DRYPAM",127
"DRYPVA",78
"DUGUCO",34
"DUGUHA",393
"DUGUQU",169
"DUGUSP",99
"DUGUSU",19
"DULACA",112
"DUROES",138
"DUROHI",271
"DUSSDE",17
"DUSSPE",19
"DUSSTE",25
"ECCLAN",11
"ECCLGU",55
"ELAEGL",19
"ENDLBR",57
"ENDLBU",16
"ENDLCA",2
"ENDLDO",283
"ENDLFA",42
"ENDLFO",108
"ENDLKR",20
"ENDLPL",24
"ENDLSE",95
"ENDLTE",80
"ENDLTS",511
"ENTEBA",5
"ERIOGL",6
"ERISUN",6
"ERYNAM",3
"ERYOGR",14
"ERYOMA",180
"ERYOSQ",8
"ESCHAN",25
"ESCHBR",194
"ESCHCO",1417
"ESCHGG",56
"ESCHGI",523
"ESCHGR",11
"ESCHJU",14
"ESCHRU",211
"ESENAM",189
"EUGEEG",18
"EUGEFE",96
"EUGEFL",721
"EUGEGR",47
"EUGEGV",99
"EUGELA",42
"EUGEMA",58
"EUGEMC",71
"EUGEME",83
"EUGEMI",601
"EUGEMN",12
"EUGEMU",117
"EUGEMV",66
"EUGEPA",42
"EUGERA",38
"EUGESB",115
"EUGESC",276
"EUGESD",30
"EUGESM",74
"EUGESS",14
"EUGEYA",98
"EUPLMI",6
"EUTEPR",31
"EXOSMA",1
"FARACA",633
"FARAGL",19
"FARAMU",29
"FARAQU",272
"FARATO",54
"FARAUN",17
"FICUAC",3
"FICUBA",6
"FICUCR",4
"FICUCU",2
"FICUDO",1
"FICUEC",1
"FICUGO",2
"FICUMA",32
"FICUNY",2
"FICUPI",3
"FICUPU",7
"FICUTR",7
"FROEDI",5
"GARCBR",82
"GARCMA",7
"GARCMC",7
"GENIAM",3
"GEONCO",690
"GEONMA",101
"GEONST",4
"GEONTR",79
"GLOEEQ",346
"GLOEES",6
"GLOELO",185
"GLYCAM",23
"GORDFR",1
"GRIANE",217
"GUAPCL",204
"GUAPGR",83
"GUARCA",147
"GUAREC",16
"GUARFA",99
"GUARFI",1225
"GUARGI",86
"GUARGL",127
"GUARGO",258
"GUARGR",296
"GUARGU",156
"GUARGZ",74
"GUARKU",1177
"GUARMA",506
"GUARPB",253
"GUARPN",2
"GUARPS",3
"GUARPT",353
"GUARPU",272
"GUARSI",472
"GUATCI",34
"GUATGI",42
"GUATGL",293
"GUATGR",237
"GUATGS",3
"GUATMU",207
"GUATPC",20
"GUATPL",7
"GUATPU",308
"GUATRE",185
"GUETAC",136
"GUSTHE",213
"GUSTLO",1022
"HASSFL",147
"HASSHA",26
"HEISAC",115
"HEISFL",6
"HEISGR",40
"HEISMU",8
"HEISNI",39
"HELITO",138
"HERRCU",103
"HERRNI",141
"HIERAL",37
"HIEROB",26
"HIMASU",132
"HIRTEX",169
"HIRTRA",7
"HUERGL",17
"HYMAOB",122
"HYMEST",1
"HYOSEL",107
"INGA3C",16
"INGA3O",167
"INGA4A",1
"INGA6C",636
"INGAAB",90
"INGAAC",269
"INGAAL",62
"INGAAU",1653
"INGABO",113
"INGABR",185
"INGACA",985
"INGACI",243
"INGACN",38
"INGACO",295
"INGACY",136
"INGAHE",82
"INGALE",240
"INGAMA",472
"INGAMI",61
"INGAMU",31
"INGANO",91
"INGAOE",106
"INGAPO",66
"INGAPU",52
"INGARU",341
"INGASA",37
"INGASB",44
"INGASE",9
"INGASL",68
"INGASP",21
"INGASR",36
"INGAST",23
"INGATE",90
"INGATH",140
"INGATO",22
"INGAUE",152
"INGAUM",616
"INGAVE",27
"INGAVI",98
"INGAYA",196
"IRIADE",2228
"IRYAGR",65
"IRYAHO",897
"IRYAJU",136
"IRYAPA",26
"IXORAC",102
"IXORKI",142
"IXORPA",101
"JACACO",74
"JACAGL",37
"JACTDI",18
"JUSTSA",6
"KLARNA",4
"KOTCSE",15
"LACIAG",6
"LACIME",51
"LACINE",89
"LACMLA",63
"LACMOB",7
"LACUCR",9
"LACUJE",104
"LAETPR",13
"LAXOTE",13
"LEANAR",4
"LEANBL",1
"LECOPE",53
"LEONCR",175
"LEONGL",545
"LEONOC",5
"LICAAR",20
"LICABL",1
"LICACA",58
"LICAFI",1
"LICAHA",239
"LICAHI",34
"LICALG",527
"LICALO",71
"LICAMA",3
"LICANE",162
"LICAOP",89
"LICARE",73
"LICAUR",23
"LICAZI",155
"LICRBR",31
"LICRCA",108
"LICRGU",17
"LINDPA",92
"LONCSE",137
"LOREKL",4
"LORESP",4
"LOZAKL",184
"LUNAPA",6
"MABECO",889
"MABESU",633
"MACHAR",13
"MACHFI",70
"MACNRO",1
"MACRAN",90
"MACRCO",18
"MACRST",135
"MACRYA",610
"MAQUCA",396
"MAQUGU",40
"MARGNO",163
"MARGRO",37
"MARICO",180
"MARIPU",30
"MARMBA",1945
"MATAOC",14
"MATIBR",689
"MATICO",43
"MATILO",1045
"MATIMA",2317
"MATIOB",4627
"MATIOQ",465
"MAYNAN",141
"MAYNOD",97
"MAYTAL",32
"MAYTCI",12
"MAYTCU",49
"MELCNG",136
"MELIDO",39
"MELIPO",1
"MELIVA",23
"MEMOCL",2091
"MEZIEX",4
"MEZITR",44
"MICOAB",6
"MICOAC",67
"MICOAM",4
"MICOAT",2
"MICOBU",382
"MICOCE",10
"MICOCH",24
"MICOCO",51
"MICOCR",2
"MICODE",92
"MICOEL",347
"MICOET",48
"MICOFA",1
"MICOFO",109
"MICOGC",72
"MICOGR",493
"MICOKA",3
"MICOKL",93
"MICOLA",19
"MICOLU",12
"MICOMA",2
"MICOME",140
"MICOMU",106
"MICONA",89
"MICONE",41
"MICONV",16
"MICOPE",85
"MICOPI",152
"MICOPO",14
"MICOPR",45
"MICOPT",24
"MICOPU",574
"MICORB",14
"MICORU",14
"MICOSA",56
"MICOSC",15
"MICOSM",34
"MICOTI",838
"MICOTN",41
"MICOTO",160
"MICOTR",25
"MICOZU",43
"MICRBR",58
"MICRDO",9
"MICRDU",20
"MICREG",59
"MICRVE",133
"MINQGU",179
"MOLIGR",14
"MOLLKI",142
"MOLLRO",2
"MOLLSP",62
"MOLLTO",29
"MOLLTR",15
"MOROPA",4
"MOURAC",13
"MOURGC",15
"MOURGR",78
"MOURIN",54
"MOURMY",43
"MYRCBL",169
"MYRCPI",181
"MYRCPL",45
"MYRCPS",16
"MYRCS2",1
"MYRCSP",288
"MYRCVE",244
"MYROBA",2
"MYRRAM",78
"MYRRFL",103
"MYRRIN",92
"NAUCGL",139
"NAUCIN",53
"NAUCKR",538
"NAUCUL",285
"NECTAC",15
"NECTGR",226
"NECTLA",207
"NECTLI",160
"NECTME",155
"NECTMI",2
"NECTOP",220
"NECTVI",678
"NEEAAG",156
"NEEAAL",11
"NEEAAN",181
"NEEABA",909
"NEEACL",205
"NEEACO",912
"NEEADA",6
"NEEAFU",20
"NEEAGA",24
"NEEAGI",57
"NEEAGR",387
"NEEAMC",27
"NEEAMI",70
"NEEAPA",40
"NEEAPO",182
"NEEASU",238
"NEEAVC",4
"NEEAVE",14
"NEOSGR",82
"OCHRPY",1
"OCOTAL",150
"OCOTAR",152
"OCOTBA",5
"OCOTBO",157
"OCOTCE",151
"OCOTCH",22
"OCOTFL",80
"OCOTJA",367
"OCOTLA",185
"OCOTLE",55
"OCOTLO",3
"OCOTLU",343
"OCOTME",86
"OCOTNE",37
"OCOTOB",3
"OCOTSC",41
"OCOTUC",12
"OENOBA",103
"OENOMA",2
"OPHIHE",603
"ORMOAM",2
"ORMOEL",26
"ORMOPA",39
"OSSABO",7
"OTOBGL",373
"OURAFL",96
"OXANME",65
"OXANRI",64
"PACHIN",185
"PACHPU",275
"PALIGR",37
"PALIGU",233
"PALILA",4
"PALINI",372
"PARASU",12
"PARIKL",7
"PARKBA",7
"PARKMU",64
"PARKNI",48
"PARKVE",39
"PATIPA",67
"PAULXE",22
"PAUSTR",733
"PENPHU",1
"PENTPA",420
"PENTSU",719
"PENTWU",100
"PERABI",4
"PERADU",27
"PEREAN",92
"PEREGU",138
"PEREMO",48
"PERETE",80
"PEREXA",697
"PERSAR",24
"PERSPE",18
"PERSPS",41
"PHYLAT",3
"PHYTTE",102
"PICRJU",121
"PICRMA",70
"PICRMI",58
"PICRPB",7
"PICRPU",48
"PICRSE",23
"PIPEAE",4
"PIPEAL",7
"PIPEAR",104
"PIPEAU",628
"PIPEBE",171
"PIPEBF",14
"PIPEBU",14
"PIPECO",29
"PIPECR",48
"PIPEDA",2
"PIPEFU",177
"PIPEGR",1
"PIPEMA",2
"PIPEMI",14
"PIPEMN",1
"PIPEMY",2
"PIPENE",1
"PIPENG",1
"PIPEOC",1971
"PIPEOG",29
"PIPEON",14
"PIPEOT",551
"PIPEOV",78
"PIPEPU",53
"PIPERE",40
"PIPERT",5
"PIPESC",54
"PIPESE",20
"PIPTPT",4
"PLATPI",2
"PLATST",18
"PLEUBI",57
"PLEUCI",1
"PLEUCO",17
"PLEUCU",93
"PLEUGL",88
"PLEUIN",180
"PLINCA",8
