"","x"
"ACACCO",24
"ACROPE",23
"ADENMI",1
"ADINPI",268
"AIDICA",80
"AIDIPY",12
"AILAFO",1
"ALANCH",4
"ALCHTR",2
"ALLELE",63
"ANTICH",8
"ANTIFO",32
"ANTIJA",23
"ANTIVE",50
"APORDI",3789
"AQUISI",78
"ARCHCL",153
"ARCHLU",259
"ARDIHA",48
"ARDILI",1
"ARDIQU",4142
"ARTOHY",28
"ARTOST",41
"ARTOTO",4
"BISCJA",11
"BLASCO",410
"BREYFR",69
"BRIDIN",450
"BRIDTO",1
"CALLBR",82
"CALLFO",2
"CALLKO",1
"CALLRU",1
"CAMECA",271
"CAMEKI",1
"CANAAL",19
"CANTDI",6
"CARABR",141
"CASEVE",592
"CASTCA",45
"CASTFA",120
"CASTFI",732
"CASTLA",123
"CELTTI",10
"CHOEAX",4
"CINNCA",12
"CINNPA",142
"CLEINE",64
"CLERCY",3
"CRATCO",176
"CROTLA",24
"CRYPCO",2
"CUNNLA",23
"DAPHCA",741
"DAPHOL",51
"DENDHO",11
"DENDPR",1
"DICHFE",289
"DIOSER",476
"DIOSKA",1
"DIOSMO",4670
"DIPLDU",451
"EHRELO",32
"ELAECH",18
"ELAENI",22
"ELAESY",13
"ENDOCH",4
"ENGERO",3444
"EUON01",1371
"EURYDI",74
"EURYNI",1223
"EUSTOB",5
"FICUFI",521
"FICUHI",3
"FICUNE",1
"FICUPY",25
"FICUSU",26
"FICUV1",265
"FICUV2",51
"FICUV3",11
"FORTHI",29
"GARCOB",4398
"GARDJA",55
"GIROSU",5
"GLOCER",138
"GLOCHI",7
"GLOCLA",9
"GLOCWR",296
"GLOCZE",3
"HELICO",5
"HOMACO",65
"HUODBI",45
"ILEX01",819
"ILEXAS",697
"ILEXFI",36
"ILEXKW",148
"ILEXPU",1083
"ILEXRO",9
"ITEACH",841
"IXONRE",52
"LASIAT",4
"LASICH",2
"LASIFO",7
"LIQUFO",15
"LITHCO",146
"LITHEL",132
"LITHGL",78
"LITHHA",1
"LITSCU",18
"LITSGL",13
"LITSRO",234
"MACASA",101
"MACHBR",387
"MACHC1",2
"MACHCH",5373
"MACHGA",409
"MACHPA",1821
"MACHVE",417
"MAESPE",50
"MAGNCH",13
"MALLHO",27
"MALLPA",1
"MELASA",622
"MELIPT",741
"MELIRI",335
"MICRNE",1
"MYRIRU",26
"MYRSSE",70
"OLEATS",3
"ORMOPA",82
"OSMAMA",15
"PAVEHO",17
"PHYLEM",6
"PICRQU",1
"PINUMA",22
"PITTGL",11
"POLYAX",1
"PRUNPH",8
"PSYCAS",26646
"PYGETO",2
"REEVTH",193
"RHAPIN",53
"RHODCH",1
"RHODTO",223
"RHUSSU",91
"SAPIDI",43
"SARCLA",120
"SAURTR",104
"SCHEHE",1058
"SCHISU",609
"SCOLSA",20
"SINOWI",55
"SLOASI",84
"STERLA",928
"STYROD",1
"SYMPCO",4
"SYMPGL",56
"SYMPLA",347
"SYZYBU",2
"SYZYCH",35
"SYZYHA",2381
"SYZYJA",17
"SYZYLE",280
"SYZYRE",295
"TERNLU",4
"TURPAR",276
"TURPMO",63
"VIBUOD",25
"VIBUSE",43
"VITEQU",155
"WIKSNU",285
"ZANTAV",99
