"","x"
"ACEAMP",9
"ACEDAV",30
"ACEELE",223
"ACEPUB",14
"ADIGLI",34
"BETLUM",6
"CAMCUS",498
"CARVIM",48
"CASEYR",15
"CERCAM",59
"CERSCH",138
"CERSER",9
"CINJEN",2
"CLEBAR",39
"CLEPAC",553
"CORCON",9
"CORGLA",3
"CORHON",18
"CRYJAP",15
"CUNLAN",4449
"CYCGLA",1
"CYCGRA",1
"CYCMUL",2100
"CYCSTE",644
"DAPMAC",691
"DENDEN",185
"ERYSIN",2
"EUOHAM",1
"EUOMYR",8
"EURALA",20
"EURHEB",191
"EURMUR",49
"EURRUB",63
"FAGLUC",866
"FICHET",1
"FOKHOD",1
"GAMCIL",4
"HALMAC",48
"HOVDUL",3
"HYDPAN",1
"IDEPOL",2
"ILECRE",15
"ILEEDI",205
"ILEFIO",4
"ILEFOR",31
"ILELIT",6
"ILEPED",21
"ILESUA",118
"ILETRI",1
"ILETSO",144
"ILEWIL",15
"ILLJIA",247
"LINERY",124
"LINOBT",3
"LIRCHI",3
"LITBRE",1767
"LITELO",5
"LITHAN",64
"LYOOVA",4
"MACPAU",4
"MAGOFF",2
"MELFLE",1
"MELOLD",68
"MICFOK",3
"MORAUS",1
"NEOUND",28
"NYSSIN",112
"OSMFRA",6
"PADBUE",29
"PADGRA",12
"PHOBEA",149
"PHOPAR",10
"PIEJAP",1
"PINMAS",1
"PINTAI",6192
"PITILL",1
"PTECOR",81
"PYRCAL",1
"QUEENG",32
"RHAIND",4
"RHOFOR",503
"RHOLAT",655
"RHOOVA",13
"RHOSIM",62
"RHOSIS",5
"RHUPOT",1
"SASTZU",2
"SCHINT",1
"SCHSUP",3833
"SKIREE",2
"SMIARI",1
"SORDUN",47
"SORFOL",574
"SORHEM",18
"STESIN",224
"STYCAL",104
"STYJAP",89
"SYCSIN",447
"SYMANO",13
"SYMGLO",1
"SYMLAN",21
"SYMLUC",267
"SYMPAN",2
"SYMPEN",5
"SYMSUM",12
"TAXWAL",28
"TERGYM",53
"TOXSUC",7
"TOXTRI",4
"VACMAN",4
"VIBSET",3
"VIBSYM",7
"YULCYL",129
