"","x"
"Acerfabr",61
"Acerlaur",1666
"Acropedu",1647
"Adinhain",1931
"Aidicant",3882
"Allobala",305
"Alnifort",128
"Alsehain",5100
"Alsopodo",453
"Alstrost",1910
"Altiobov",1720
"Antimacl",2792
"Antimont",381
"Apoddimi",100
"Aquisine",220
"Archclyp",492
"Archluci",330
"Archutil",43
"Ardidens",145
"Ardiobtu",21
"Ardiquin",6602
"Ardivire",9085
"Artostyr",1236
"Beilglau",374
"Beilinte",161
"Beillaev",2425
"Beiltsan",1596
"Beiltung",9663
"Blasborn",14
"Blascoch",10159
"Breyrost",146
"Bridbala",162
"Bridharm",4
"Callbrev",11
"Calomemb",638
"Camecaud",396
"Canaalbu",2510
"Canapime",35
"Cantsimi",1960
"Carabrac",964
"Carplond",1
"Casevelu",3
"Castcarl",2228
"Castfabr",73
"Castfiss",2428
"Casthyst",23
"Castjian",772
"Castledo",211
"Casttonk",657
"Chascurv",124
"Chascurvlong",109
"Chiorami",2325
"Chrylanc",9
"Cinnburm",3735
"Cinnpart",391
"Cinnrigi",4871
"Cinnsuba",65
"Clauexca",1
"Clerkwan",241
"Cleyobsc",580
"Craiscle",25
"Crypchine",12238
"Crypching",4330
"Cyclblak",270
"Cycledit",1455
"Cyclfleu",493
"Cyclhui",184
"Cyclnegl",385
"Cyclpate",1191
"Cyclphan",857
"Dacrimbr",284
"Dacrpect",250
"Daphcaly",91
"Daphpaxi",204
"Dasyrost",4545
"Decamont",269
"Dendhain",110
"Dillturb",603
"Dioseria",125
"Diosmorr",162
"Diospoti",10
"Diossusa",524
"Dipldubi",25
"Diseplag",148
"Distrace",166
"Dysogota",7
"Dysohong",287
"Ehrelong",139
"Elaedubi",304
"Elaehowi",729
"Elaelimi",6
"Elaenite",1629
"Elaepoil",623
"Elaesylv",381
"Endochin",263
"Engeroxb",990
"Engespic",41
"Engeunij",105
"Eriodefl",462
"Euonlaxi",446
"Eurycili",304
"Euryhebe",1
"Euryniti",638
"Ficualti",62
"Ficufist",65
"Ficuform",1058
"Ficuhetel",53
"Ficuhirt",235
"Ficusubp",8
"Ficutuph",497
"Ficuvari",1
"Ficuvasc",831
"Garcmult",290
"Garcoblo",2098
"Gardhain",312
"Girosuba",9766
"Gloccocc",5072
"Glyccoch",1608
"Glyccraiglab",154
"Gompsp1.",15
"Gomptetr",2219
"Hanchook",4351
"Hedycath",833
"Helicoch",124
"Helihain",378
"Heliloba",217
"Helilong",2500
"Heliobov",1
"Heyntrij",180
"Homapani",325
"Homaphan",34
"Hopehain",38
"Ilexcoch",506
"Ilexcren",1
"Ilexfico",423
"Ilexgosh",4443
"Ilexhain",48
"Ilexkobu",101
"Ilexkwan",139
"Ilexnucu",3
"Ilexpube",1975
"Ilexsubf",278
"Illitern",829
"Iteamacr",117
"Ixonreti",1
"Ixornien",3020
"Lasicaly",68
"Lasichev",193
"Lasicurt",890
"Lasihirs",585
"Lasilanc",709
"Lasirhin",117
"Lasitric",3985
"Lepthain",145
"Licuhain",80
"Lindkwan",1440
"Lindnacu",60
"Lindrobu",648
"Liricham",1208
"Lithamyg",1337
"Lithfene",273
"Lithfenz",1693
"Lithhanc",60
"Lithhand",899
"Lithhowi",78
"Lithlong",2722
"Lithpseu",2321
"Lithsp2",1
"Litsbavi",1210
"Litselon",242
"Litsvarichin",1712
"Litsvert",2383
"Livisari",3334
"Machchin",445
"Machcica",1615
"Machmont",2939
"Machrobu",19
"Maclolig",1025
