"","x"
"ACETUT",393
"ADIMIL",1
"ADIPIL",41
"ALNCHI",1
"ALNFOR",257
"ALTCHI",2155
"ANTMON",3
"ARDQUI",1
"ARTHYP",74
"ARTSTY",1514
"BEIFOR",67
"BEITSA",50
"BETLUM",5
"BRESIN",1
"BRIMON",17
"CAMCAU",2
"CAMSEM",22
"CANALB",126
"CASCAR",668
"CASEYR",248
"CASFAB",60
"CASFIS",27
"CASFOR",83
"CASHEN",22
"CASNIG",712
"CASVIL",2
"CINBUR",214
"CINCUS",54
"CINPAR",844
"CORSIN",29
"CRAPIN",1
"CRASCL",232
"CRYCON",519
"CYCCHU",867
"CYCHUI",298
"DAPCAL",1
"DAPOLD",488
"DENJAP",112
"DIOMOR",241
"DIOSTR",5
"DISRAC",304
"ELACHI",57
"ELADEC",983
"ELASYL",1
"ENGFEN",226
"ENGROX",11
"ERIFRA",25
"EURACM",45
"EURHEB",52
"EURNIT",38
"EXBTON",34
"FICVAR",31
"FORHIN",9
"GARMUL",478
"GLOWRI",4
"HARVIL",136
"HELCOC",16
"HELRET",2
"HETBRE",30
"HOMCOC",22
"HUOBIA",3
"ILECHA",24
"ILEDAS",7
"ILEMEM",345
"ILEROT",6
"ILETRI",2
"ILLDUN",7
"ITECHI",947
"IXORET",1126
"LINCHU",9
"LINMET",157
"LITACU",112
"LITELO",1661
"LITGRE",57
"LITHAI",28
"LITLAN",2
"LITLIT",183
"LITLOH",202
"LITROT",83
"LITUVA",11
"LORCHI",2
"MACBRE",544
"MACCHI",281
"MACLIT",25
"MACSAM",64
"MACVEL",13
"MANFOR",112
"MANKWA",387
"MELFOR",220
"MELRIG",89
"MELSQU",123
"MICFOV",152
"MICSKI",14
"MYRRUB",92
"MYTLAO",84
"NEOAUR",1
"NEOCHU",2
"NEOPHA",694
"OLEDIO",75
"ORMFOR",75
"ORMGLA",189
"ORMPAC",893
"PENEUR",96
"PHOPRU",38
"PINMAS",2518
"PITCLY",8
"PITGLA",1
"PITLUC",66
"POLPLA",90
"PYRSPE",24
"QUEBAM",129
"QUEFLE",128
"QUELIT",829
"RANCAN",221
"RAPNER",374
"REEPUB",296
"REHMAC",45
"SAPDIS",68
"SAUTRI",1
"SCHCHI",36
"SCHOCT",47
"SCHSUP",819
"SINWIG",16
"SLOSIN",35
"STYFAB",70
"SYMADE",157
"SYMANO",58
"SYMCON",75
"SYMDEN",1
"SYMGLA",2
"SYMHAI",6
"SYMLAN",90
"SYMLAU",412
"SYMPSU",2
"SYMWIK",161
"SYZACU",230
"SYZCHA",4
"SYZHAN",59
"TERGYM",94
"TERKWA",2
"TETGLA",6
"TOXVER",64
"TSOODO",8
"VITQUI",37
"XANHAI",1225
"ZANAVI",5
"ZANMYR",29
"ZIZJUJ",165
