"","x"
"acacme",34
"acaldi",569
"acalma",44
"ade1tr",122
"aegipa",34
"alchco",228
"alchla",1
"alibed",201
"allops",83
"alsebl",4398
"amaico",14
"anacex",24
"anaxpa",490
"andiin",209
"annoac",248
"annosp",87
"apeime",283
"apeiti",45
"aphesi",3
"ardife",64
"ardigu",7
"aspicr",300
"ast1st",151
"ast2gr",73
"bactba",3
"bactc1",10
"bactma",94
"beilpe",1316
"brosal",780
"brosgu",2
"calolo",752
"cappfr",1651
"carica",2
"caseac",266
"casear",98
"caseco",17
"casegu",13
"casesy",95
"cassel",712
"cavapl",26
"cecrin",694
"cecrlo",11
"cecrob",221
"cedrod",10
"ceibpe",53
"celtsc",107
"cespma",2
"cestme",18
"cha1te",4
"cha2sc",296
"chimpa",3
"chr1ec",272
"chr2ar",450
"chr2ca",85
"clidde",7
"clidoc",2
"coccco",58
"coccma",229
"colugl",4
"conobr",6
"conoci",19
"cordal",135
"cordbi",577
"cordla",865
"cou2cu",1353
"couthe",2
"crotbi",376
"cupaci",7
"cupala",41
"cuparu",65
"cupasy",664
"cyphha",4
"dendar",76
"des2pa",6432
"dio2ar",65
"diptpa",39
"drypst",1543
"elaeol",20
"entesc",10
"ery1co",59
"ery2ma",103
"ery2pa",55
"eugeco",412
"eugega",754
"eugene",257
"eugeoe",1084
"faraoc",20131
"ficuc2",7
"ficuci",1
"ficuin",13
"ficuma",6
"ficuob",7
"ficupe",1
"ficupo",2
"ficuto",21
"ficutr",5
"ficuyo",6
"gar2in",2799
"gar2ma",254
"geniam",55
"guapst",148
"guargr",46
"guargu",1268
"guarsp",462
"guatdu",658
"guazul",69
"guetfo",227
"gustsu",668
"hameax",51
"hampap",128
"hassfl",358
"heisac",85
"heisco",834
"herrpu",385
"hirtam",16
"hirtra",1
"hirttr",3390
"huracr",94
"hybapr",15299
"hyeral",85
"ingaco",27
"ingafa",50
"ingago",219
"ingama",309
"ingami",4
"ingape",101
"ingapu",39
"ingaqu",461
"ingaru",6
"ingas1",363
"ingasa",163
"ingasp",15
"ingath",161
"ingaum",550
"jac1co",292
"laciag",692
"lacmpa",91
"laetpr",23
"laetth",278
"lafopu",5
"licahy",79
"licapl",150
"lindla",48
"loncla",483
"lozapi",1
"luehse",170
"maclti",1
"macrgl",71
"malmsp",304
"malpro",9
"maquco",1120
"mar1la",15
"margno",2
"maytsc",63
"micoaf",267
"micoar",290
"micodo",2
"micoel",6
"micoho",50
"micoim",4
"micone",75
"micopr",2
"mourmy",2786
"myrcga",34
"myrofr",9
"nectci",111
"nectgl",81
"nectpu",40
"nects1",1
"neeaam",6
"ochrpy",11
"ocotce",152
"ocotob",138
"ocotpu",96
"ocotwh",277
"oenoma",1610
"olmeas",116
"ormoam",1
"ormocr",73
"ormoma",65
"ouralu",527
"paligu",563
"pentma",206
"perexa",192
"phoeci",39
"picrla",576
"pipea1",12
"pipeae",6
"pipeco",5
"pipecu",9
"pipere",102
"pit1ma",8
"pit1ru",2
"pla1pi",85
"pla2el",88
"pochqu",1
"pochse",13
"posola",52
"poular",949
"pourbi",76
"poutfo",3
"poutre",714
"poutst",46
"pri2co",1099
"protco",523
"protpa",1987
"protsp",4
"protte",1933
"pse1se",29
"psidfr",35
"psycde",1
"psycg1",11
"psycg3",26
"psycho",849
"psycli",4
"psycma",91
"pterof",1
"pterro",838
"quaras",1741
"quasam",95
"randar",702
"randfo",1
"rauvli",1
"rinosy",1149
"sapiau",36
"sapisp",2
"sch1zo",32
"schipa",21
"sennda",94
"simaam",990
"sipagu",22
"sipapa",166
"sloate",338
"socrex",500
"solaas",6
"solaha",50
"solast",2
"soroaf",1799
"spacme",9
"sponmo",101
"sponra",186
"sterap",43
"stylst",284
"swars1",3819
"sympgl",102
"tab1gu",55
"tab1ro",171
"tab2ar",1275
"tachve",1245
"taline",584
"talipr",330
"termam",43
"termob",80
"tet2pa",2405
"tet4jo",4
"theoca",16
"thevah",63
"tocopi",8
"tratas",76
"tremin",49
"tremmi",20
"tri1gi",2
"tri2pa",350
"tri2to",1
"tri2tu",7315
"tri4ga",2
"tripcu",191
"tropra",149
"turpoc",70
"unonpi",479
"urerba",12
"verbgi",1
"vernpa",1
"virose",1192
"virosp",37
"virosu",169
"vismba",38
"vismbi",3
"vismma",1
"vochfe",20
"xyl1ma",1102
"xyl2ol",41
"zantbe",233
"zantp1",167
"zantpr",71
"zantse",1
"zuelgu",19
