"","x"
"1","ABBI"
"2","ABCO"
"3","AMAL"
"4","CELE"
"5","JUCO"
"6","JUSC"
"7","PIED"
"8","PIEN"
"9","PIFL"
"10","PILO"
"11","PIPO"
"12","PIPU"
"13","POTR"
"14","PSME"
"15","RICE"
"16","RIMO"
