"","allsp","","","","","","","","","","","","","","","","","","","","","","","","","abund"
"42","CASEFU","0.79266602818454","0.905931971834277","0.94576922779977","0.972140843378475","0.958039761838106","0.965402836889422","0.980646555349271","0.983008016025772","0.308","0.412","0.518","0.654","0.44","0.418","0.59","0.582","-1.09774655253088","-0.831176181608392","-0.666150892259623","-0.435072700354891","-0.835387025268603","-0.840284365882182","-0.550739869788691","-0.559817073800747","6"
"43","CASEGE","1.0479675964289","0.913565737314432","0.950776149775923","1.02963525420692","1.02771645373933","1.04727973637765","1.03144966863345","1.0171180220667","0.856","0.572","0.66","0.76","0.674","0.36","0.51","0.706","0.225319446557587","-0.597287248750369","-0.446173858395292","0.390949629931317","0.434825953907817","0.894763702911035","0.682256121716371","0.413109245518598","5"
"44","CASEGR","1.10013736630819","1.12332478720489","1.11570082621975","1.09007739344822","1.06803408083075","1.0755217672153","1.05328639838112","1.07963247866816","0.76","0.404","0.226","0.234","0.274","0.162","0.248","0.03","0.363193738135664","0.8809261625351","1.21393611078348","1.20113146219942","1.11922463448915","1.4482518167254","1.21992504380003","2.1568107749497","4"
"45","CCRP01","0.750362947113179","0.866287593165619","1.01698384001196","1.03213897095243","1.05111787915708","1.04336903421376","1.05369606331522","1.02764723236106","0.24","0.352","0.922","0.758","0.484","0.492","0.29","0.554","-1.24320530934679","-1.02774108756646","0.154800485676577","0.36533469402508","0.74152008516958","0.737847947261666","1.03127330983225","0.647731892187403","5"
"46","CCRPCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","CCRPPL","0.782191441940211","0.815698583066064","0.853836959008065","0.886037378326874","0.910284974328225","0.926982806113353","0.94143363191961","0.951708472469261","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","-9.63125650267975","-12.8325659638236","-12.9046149770241","-12.2623611961018","-11.2451577045063","-10.4945208944443","-9.53683808535904","-8.76420882446373","508"
"48","CELTLU","0.885620261071777","0.931969258850367","0.947905029353405","0.957422420428672","0.970680845428214","0.970614660385179","0.974547102397331","0.978545152285622","0.002","0.006","0.004","0.002","0.008","0.002","0.002","0.004","-3.10875534861362","-2.96447885617433","-3.11540868906978","-3.21613964712241","-2.76266045947087","-3.30462568372109","-3.32980056427743","-3.18857667326879","187"
"49","CHIOCO","0.987002870471526","0.94438722463872","0.965872680768516","0.968814152484994","0.973715481693566","0.965832815017127","0.969781308441388","0.977446877236301","0.822","0.132","0.238","0.162","0.15","0.04","0.028","0.066","-0.246739297076918","-1.48491479704187","-1.1942251228237","-1.39984566804791","-1.42067435663834","-2.17226339414756","-2.1681054268402","-1.86228566582336","58"
"50","CHISCE","0.954430162739787","0.973574747056669","0.995365210526489","0.986638359916647","0.983115344665198","0.987152316869952","0.983063077258627","0.984034331867701","0.256","0.304","0.784","0.344","0.142","0.184","0.038","0.026","-1.16812505651902","-1.08284326780399","-0.227173757221842","-0.940519150890539","-1.48305953053356","-1.34647065962324","-2.07919269627858","-2.20183717685703","164"
"51","CHISCU","0.891422240538525","0.906583696926554","0.922637406999402","0.9414549153524","0.961000273932061","0.977379684204431","0.983246011920898","0.991470715798424","0.002","0.002","0.002","0.002","0.002","0.002","0.006","0.092","-4.7359397942001","-6.6106426705878","-6.87565547589273","-6.45301064417691","-5.17155580764325","-3.56535372396739","-3.01792739538532","-1.73122778453804","434"
"52","CHISPA","1.04319503000352","1.01555685703704","1.01527127457836","1.01308932844837","1.01089127626074","1.01024686635931","1.0082643545342","1.00638932109628","0.092","0.29","0.164","0.136","0.132","0.098","0.148","0.204","1.74623836802233","1.04384375356335","1.35164493354809","1.51010843661894","1.47190597836318","1.6303517441735","1.4531796980553","1.26308710386834","370"
"53","CHISPE","1.02965878667907","1.0286246189594","1.02182053603362","1.01962702554463","1.02017412250469","1.01535270502941","1.0120164066577","1.0084492509113","0.01","0.002","0.002","0.002","0.002","0.002","0.002","0.002","2.53057349788869","4.1815030159871","4.2874927027458","4.74383679346661","5.83196968943751","5.24131966447371","4.67519929073762","3.74351875712199","1625"
"54","CLAOAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","CLAOAR","0.952942727491681","0.991676291193947","0.989603655974956","1.00282399052834","1.00038062392061","1.01480307477881","1.02116183566382","1.01344156188947","0.324","0.756","0.618","0.914","0.986","0.304","0.072","0.214","-0.926749448556033","-0.331998516362045","-0.502227927450699","0.101517128505726","-0.0232705998224259","1.06389445214245","1.7763060316299","1.2667379813439","79"
"56","CLAOEU","0.855566424229087","0.851764285683999","0.878241663845933","0.89568010557761","0.913204795802901","0.927196569155634","0.935116153693732","0.949262819046395","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","-3.81785079978408","-6.22962720147753","-6.65665194402668","-6.97576522925958","-7.02360856930567","-6.84511201263513","-6.93221059296162","-6.19016763144791","168"
"57","CLAOPB","0.821620740706985","0.862518836128094","0.899892086499952","0.927164446644504","0.940062909127595","0.966943569429552","0.975876501264644","0.979294959961572","0.056","0.02","0.032","0.062","0.07","0.236","0.298","0.322","-1.85011280657337","-2.23623128893502","-2.25699095169278","-2.03299258784485","-1.97154604757266","-1.24918081147045","-1.04892984244554","-1.01621970463304","29"
"58","CLERIN","1.27851445731124","1.31288798688215","1.22538700332198","1.08291977816101","1.08543245050617","1.0687765001099","1.06345688389464","1.05629812753293","0.506","0.206","0.272","0.678","0.596","0.662","0.636","0.638","0.747912001722801","1.29672123834474","1.18259969093971","0.498226204769285","0.608477717753694","0.566184576364635","0.58089527569839","0.574841897498172","2"
"59","CLERMC","0.874617403740139","0.887760824040112","0.911822784554519","0.963272059751862","1.00952211469771","1.02388787369482","1.0192813022569","1.0191889989719","0.07","0.006","0.008","0.174","0.708","0.192","0.216","0.152","-1.82200658673207","-2.55794173940335","-2.68952108329792","-1.39816445384884","0.422902457598282","1.3089211523739","1.25384869188199","1.40143898886556","47"
"60","CLERMI","0.968678860487299","0.99148465801598","1.0022830631657","1.00683105568906","1.0035546142178","1.00386139070212","1.00380622134994","1.00351524578608","0.094","0.488","0.774","0.308","0.506","0.374","0.318","0.302","-1.63131669842907","-0.681753783136434","0.281931981333685","1.03088120079599","0.687956093062367","0.901147984541009","0.999947356908713","1.05037211381494","567"
"61","CLSTMY","1.3568250177945","1.27947297131454","1.19076179351663","1.10805806584931","1.02521446817436","1.04249108371389","1.02287284395315","1.04728541308278","0.134","0.068","0.098","0.24","0.778","0.506","0.71","0.32","1.59608573204907","1.81124000299351","1.67036065811975","1.200973788218","0.339537346963524","0.685045555831557","0.435091108209746","0.98911702945098","5"
"62","CODILU","0.998814659567065","0.983661804011826","0.985162103007435","0.990579090537261","0.987534850333139","0.992063600793399","1.00142012205092","1.00635097399075","0.996","0.436","0.318","0.404","0.206","0.338","0.848","0.288","0.00688777814188737","-0.821149597699027","-1.02071151712495","-0.780710993039727","-1.2663504885679","-0.949953724656951","0.218469872210544","1.07591824074204","240"
"63","CONN01","0.99518969519387","1.06176968357289","1.00502446912622","1.02193536530029","1.00973653968224","0.991711833088877","1.0117722427508","1.02123160792134","0.99","0.524","0.97","0.718","0.85","0.78","0.76","0.498","-0.0107156554363918","0.696887451385506","0.0573810609473027","0.400081131100227","0.196200301341445","-0.275720257698257","0.320666283623054","0.700917270931184","7"
"64","CONNGR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","CRATSU","1.03908632681513","0.951907026340417","0.900249877109902","0.871625923343086","0.8425654020049","0.861779302033059","0.88494788765347","0.901215521657128","0.81","0.676","0.216","0.052","0.002","0.004","0.004","0.004","0.259362838257481","-0.425262709089331","-1.22792581870186","-1.96042865267847","-2.96608087495065","-3.0823477425422","-2.97093205308149","-2.89453660767928","8"
"66","CRPTCU","0.623998865227362","0.8549423775976","0.897001404868714","0.934101189402118","0.841921812567442","0.874436854172096","0.880479268041599","0.891963868070642","0.27","0.456","0.486","0.492","0.124","0.094","0.034","0.048","-1.21377045832789","-0.819107243195431","-0.759667265602052","-0.628091254339572","-1.82665642347867","-1.84090943969243","-2.15565753417808","-2.12856221898021","2"
"67","CRYPAM","0.973663379172634","0.911614451034814","0.922390506742465","0.94545890017301","0.921713676921735","0.981978855753714","0.994908274755606","0.976682296900556","1","0.668","0.546","0.59","0.32","0.788","0.93","0.618","-0.0758224935778209","-0.451337887854942","-0.576776472161557","-0.539670207975804","-1.02769444612042","-0.273902488323933","-0.0706866122576588","-0.511514316960539","3"
"68","CRYPCG","0.994903220635888","1.01332986459554","1.01885006810154","1.02478087580413","1.01921527938682","1.01907915985932","1.01679198605305","1.01455616978036","0.812","0.312","0.056","0.004","0.01","0.004","0.008","0.002","-0.208484920935219","1.01363661828033","1.89149579316675","3.0329686273085","2.80986097004993","3.27435736496967","3.2482505066669","3.22869733614826","447"
"69","CRYPTJ","1.01478910787945","1.02276741239864","1.02914421839929","1.03072635622966","1.0182326558548","1.01177008402144","1.00685719427706","1.01119108597832","0.886","0.61","0.422","0.246","0.424","0.552","0.71","0.454","0.176384797740432","0.472520940304864","0.843164651589776","1.13315720766068","0.812244413527281","0.600787485028083","0.412847879950794","0.764626049695114","33"
"70","CYATSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","CYNOBI","0.983074158689553","0.899941552670168","0.944903605084728","0.951707303729565","0.990352811562507","0.989251144638675","0.99829074916734","1.00150844809794","0.988","0.118","0.278","0.202","0.732","0.656","0.896","0.994","-0.0865638768743225","-1.51465679057267","-1.14756406671787","-1.35057951619021","-0.356189720365608","-0.494248612837471","-0.117400927086268","0.0552370953595837","17"
"72","CYNOIN","1.07749259578594","1.06214995871599","1.04828107520721","1.03639263182107","1.01692754833979","1.01446335868831","1.01086885946239","1.00766518963625","0.006","0.002","0.002","0.002","0.024","0.028","0.05","0.118","3.13742936385078","4.20489451193113","4.57191761037876","4.17605223360942","2.32277171384415","2.31163938773583","2.01060451475473","1.60891125707635","393"
"73","CYRTOB","0.839907739749543","0.882223855059422","0.912663090119288","0.940606431680665","0.964075018495335","0.978804040689145","0.98827978698113","0.9923475856629","0.002","0.002","0.002","0.002","0.002","0.002","0.018","0.09","-7.5004634630486","-8.77307892733969","-8.3816670740167","-7.36140828699277","-5.34793457048508","-3.65483501719673","-2.29444851868762","-1.68919139118495","469"
"74","DACRIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","DACRRO","1.05058094681803","1.03663779650181","1.02860218432937","1.01784782030993","1.01408690916518","1.01148852021557","1.01249696990046","1.00976349221419","0.012","0.006","0.006","0.03","0.044","0.032","0.012","0.022","2.32310118365853","2.78782405662466","2.80695043951244","2.20899038733528","2.08218818960135","2.00543835070566","2.53172546281182","2.31243063293803","450"
"76","DASYCL","0.896776362317406","0.981082785923164","1.02290457646642","1.01155594970079","1.01328432570664","1.01406048995693","1.01603510205865","1.01065994505103","0.07","0.6","0.428","0.628","0.48","0.34","0.228","0.352","-1.8545570285757","-0.574643229797222","0.878844679939868","0.541794355844328","0.744455428004871","0.91785301376163","1.21765160519961","0.944957215126081","65"
"77","DEHACA","0.902723145673287","0.994863258745538","1.01903641127556","1.00884502366402","1.01244944217232","1.01099600545423","1.00221734938868","0.999106411185244","0.31","0.988","0.658","0.78","0.64","0.586","0.888","0.998","-1.03708642238865","-0.0607848231374944","0.468541840141567","0.304462344107645","0.469520308749452","0.504602583981329","0.180103188009504","0.0107787398440204","26"
"78","DEHAIN","0.9605195901613","0.987885837153988","1.00028771339239","1.00312779542424","1.00309820772232","1.00404200177493","1.00725642631853","1.00991053189573","0.29","0.58","1","0.8","0.758","0.64","0.332","0.144","-1.10998618550512","-0.582943125815726","0.00362354204464254","0.25665771460988","0.307725759781342","0.468016635992347","0.945588744739049","1.42907913756442","182"
"79","DENDSC","0.690820540178838","0.743702706400841","0.797396060770745","0.841124162223582","0.878256898771548","0.902135016479739","0.915604054766463","0.938648230287098","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","-8.09460297238766","-10.9465949363496","-11.1312817420908","-10.7403989494253","-9.90532373351017","-9.52585622930336","-9.34808796331091","-7.79191216925688","167"
"80","DILLLU","1.10657823874911","1.09481468736276","1.0726120981125","1.07437338448642","1.03834335609656","1.01544914169258","1.02003857361005","1.01543790041747","0.32","0.166","0.154","0.054","0.19","0.612","0.4","0.498","1.0478739016158","1.52011718500201","1.50795070444227","1.95104794241154","1.24643597351699","0.555750101504222","0.848892889392328","0.741941179145813","20"
"81","DILLMG","1.07774553685289","1.05170303578286","1.01020613046767","1.01056735591518","1.01370585844902","1.00655128462325","1.00298640000864","0.992469988472011","0.272","0.234","0.776","0.692","0.544","0.736","0.836","0.668","1.15243083009075","1.20131775761369","0.298842051592809","0.401854431758996","0.61061836794987","0.328269766554937","0.196871255142104","-0.420341590594878","49"
"82","DILLPH","0.980507199785138","0.995676723979527","0.958733066733403","0.965697217049947","0.966932798342782","0.969070274527783","0.975274935130448","0.974643801864704","0.724","0.928","0.082","0.07","0.032","0.012","0.026","0.008","-0.359169179761292","-0.134011830087034","-1.72252402155914","-1.83197542980802","-2.09047187116314","-2.39841897901269","-2.29139573038253","-2.65521265271299","84"
