"","x"
"凹脉柃",5
"八角枫",205
"白毛椴",165
"百日青",18
"半枫荷",12
"薄叶润楠",247
"薄叶山矾",4
"变叶树参",1
"伯乐树",7
"茶梨",4
"檫木",5
"赤楠",12
"赤杨叶",916
"翅柃",16
"川桂",189
"刺毛杜鹃",6
"刺楸",5
"刺叶桂樱",2
"楤木",1
"大果冬青",2
"大果马蹄荷",706
"大果卫矛",3
"大青",1
"大叶新木姜子",8
"灯台树",14
"东方古柯",6
"杜英",303
"短尾越桔",6
"多脉青冈",58
"芬芳安息香",75
"枫香树",244
"凤凰润楠",22
"福建柏",83
"钩锥",67
"谷木叶冬青",2
"光亮山矾",59
"光叶山矾",6
"光叶石楠",6
"广东冬青",4
"广东杜鹃",4
"广东木瓜红",51
"海通",56
"海桐山矾",2
"黑柃",8
"黑叶冬青",6
"红淡比",68
"红楠",1328
"猴欢喜",33
"厚皮香",5
"厚叶冬青",144
"厚叶红淡比",16
"虎皮楠",261
"华南青皮木",1
"华南吴萸",14
"华南五针松",301
"黄丹木姜子",391
"黄棉木",1
"黄樟",239
"尖脉木姜子",14
"尖叶川杨桐",20
"尖叶毛柃",19
"江南越桔",3
"交让木",62
"金毛柯",37
"金叶含笑",115
"金叶细枝柃",1
"栲",200
"苦树",13
"蓝果树",107
"老鼠矢",2
"乐东拟单性木兰",103
"雷公鹅耳枥",559
"里白算盘子",3
"楝叶吴萸",8
"亮叶桦",214
"岭南枫",42
"鹿角杜鹃",26
"鹿角锥",147
"罗浮枫",73
"罗浮栲",522
"马尾松",128
"马银花",149
"毛桂",4
"毛棉杜鹃花",320
"毛山矾",4
"毛桃木莲",19
"毛叶石楠",2
"美叶柯",548
"木荷",2434
"木姜润楠",3
"木姜子",5
"木莲",621
"南方红豆杉",2
"南岭黄檀",21
"南岭山矾",1
"南酸枣",99
"南烛",1
"拟榕叶冬青",9
"刨花润楠",68
"朴树",8
"青冈",1
"青榨枫",111
"日本杜英",289
"绒毛石楠",2
"榕叶冬青",58
"山槐",208
"山鸡椒",6
"山桐子",28
"山乌桕",1
"杉木",260
"少叶黄杞",13
"深山含笑",231
"石灰花楸",3
"鼠刺",5
"水青冈",433
"酸味子",1
"穗花杉",2
"台湾林檎",1
"甜槠",2524
"铁冬青",18
"微毛山矾",2
"五列木",1314
"西川朴",29
"细脉木樨",7
"细叶青冈",63
"细枝柃",11
"显脉冬青",22
"显脉新木姜子",12
"腺毛泡花树",325
"腺叶桂樱",7
"香椿",16
"香港四照花",39
"香桂",42
"香花枇杷",20
"香皮树",6
"香叶树",1
"小果冬青",24
"小蜡",2
"小叶青冈",131
"新木姜子",2
"锈叶新木姜子",3
"蕈树",353
"延平柿",6
"盐肤木",1
"杨梅",185
"野漆",151
"野柿",101
"野桐",45
"野鸦椿",5
"银钟花",403
"硬壳柯",589
"圆锥柯",231
"越南安息香",14
"云和新木姜子",11
"云南桤叶树",3
"云山青冈",465
"窄基红褐柃",2
"樟叶泡花树",85
"长苞铁杉",7
"长花厚壳树",36
"长毛山矾",37
"长尾毛蕊茶",2
"针齿铁仔",1
"珍珠花",17
"枳椇",52
"中华枫",31
"钟花樱桃",29
"紫楠",29
