"","x"
"AGLAAM",1
"AGLAAR",1
"AGLAED",11
"AGLAEL",57
"AGLALW",1
"AGLAOL",14
"ALANME",29
"ALBZBU",45
"ALLODI",2
"ALLOLE",3
"ALSEEL",8
"ALSEMA",31
"ANTHBA",1
"ANTICM",3
"ANTIPL",5
"APHAPO",8
"APORSP",2
"ARCHSC",22
"ARDIPY",1
"ARDITO",1
"ARTORU",1
"ARTOTR",7
"ASTRCA",5
"ASTRWM",24
"BARRAC",5
"BARRPT",9
"BERRCO",1
"BHESPA",2
"CALOBL",43
"CALOCU",2
"CAMELA",9
"CANAAS",8
"CANAEU",1
"CANAGR",18
"CANAHI",19
"CARYCM",425
"CASEGE",3
"CASEGR",1
"CCRP01",1
"CCRPPL",67
"CELTLU",21
"CHIOCO",3
"CHISCE",19
"CHISCU",50
"CHISPA",37
"CHISPE",237
"CLAOAR",13
"CLAOEU",2
"CLAOPB",11
"CLERMC",9
"CLERMI",3
"CRATSU",5
"CRPTCU",1
"CRYPCG",27
"CRYPTJ",3
"CYNOIN",96
"DACRRO",37
"DASYCL",1
"DEHACA",3
"DEHAIN",38
"DENDSC",3
"DILLLU",4
"DILLMG",19
"DILLPH",38
"DIMOMA",22
"DIMOPH",15
"DIOS02",16
"DIOS03",15
"DIOSBU",12
"DIOSKZ",3
"DIOSPE",15
"DIOSPO",11
"DIOSTO",49
"DIPTHA",18
"DIPTVA",240
"DISCMI",3
"DPLDPA",490
"DPLSFA",3
"DRACED",14
"DRYPLO",48
"DRYPME",701
"DRYPMI",35
"DSCPWH",1
"DYSOAR",7
"DYSOCB",22
"DYSOEX",22
"DYSOOP",162
"DYSOPA",55
"ELAELA",8
"ELLITO",2
"ENDICO",23
"ENDOPE",53
"ENICGR",57
"ERYTVA",2
"FICUBO",19
"FICUCO",127
"FICUFI",68
"FICUFK",1
"FICUIL",12
"FICULF",6
"FICUMG",19
"FICUMH",10
"FICURC",20
"FICUSB",16
"FICUSC",13
"FICUVR",16
"GARCCM",8
"GARCDV",2
"GARCLF",1
"GARCMG",3
"GARCRU",3
"GARDLO",1
"GARDME",14
"GLOCAL",20
"GLOCLT",10
"GLOCSF",2
"GLOCTR",2
"GLYCGR",2
"GMPDCU",5
"GONIEL",1
"GONOCA",11
"GREWST",169
"GUIOPL",2
"GYMN01",2
"GYMNFA",8
"GYNOAX",2
"HAPLBB",3
"HAPLLA",5
"HELIRO",2
"HOPEAC",5
"HORSCO",10
"KAYEPA",7
"KIBAEL",1
"KNEMGL",45
"KNEMKU",2
"LAGEBA",4
"LCSKCP",4
"LEEAAC",1
"LEEANE",1
"LEEAPH",23
"LEPIFR",4
"LEPITE",16
"LEPTBA",76
"LITH01",8
"LITHCD",40
"LITSAL",19
"LITSFU",9
"LITSGA",68
"LITSGB",40
"LITSGR",10
"LITSTO",12
"LITSUR",43
"LITSVA",10
"MACABI",24
"MACAGR",41
"MACAOV",1
"MACATA",114
"MALLMO",4
"MANGAL",43
"MARACO",13
"MCRDMG",27
"MEMEBR",4
"MEMESY",1
"MISCPE",1
"MITRRF",5
"MLCPCO",15
"MYRIFR",14
"MYRIPH",8
"NAUC01",4
"NEPHRA",555
"NTRWCU",1
"NUVAAC",9
"OCTOSU",5
"ORANDE",32
"ORMOPA",11
"OROPCU",1
"PALA03",3
"PALA04",1
"PALABT",29
"PALAPH",4
"PALAPO",4
"PALATP",63
"PANDBI",1
"PANDOL",1
"PCRTPE",1
"PHOEST",24
"PHYLRA",1
"PINAIN",968
"PINAMA",30
"PIPTAS",2
"PLANSP",2
"POMEPI",16
"POUT02",2
"PRARSB",1
"PRUNFR",16
"PSUVLU",19
"PSYCMA",2
"PSYCMB",1
"PTERIN",64
"PTSPCE",2
"RADEPI",2
"SAURKL",34
"SEMEBU",3
"SEMECU",67
"SEMEDF",8
"SEMELF",8
"SEMEPH",13
"SHORCO",305
"SHORGU",87
"SHORNE",440
"SHORPA",637
"SHORPH",74
"SHORPO",168
"SIPHCE",3
"SLOAJA",8
"STERCO",21
"STERCP",1
"STERMO",28
"STERRU",69
"STROPH",471
"SYMPDE",3
"SYZY01",1
"SYZY05",25
"SYZY08",21
"SYZYBD",9
"SYZYBT",19
"SYZYCR",68
"SYZYEV",101
"SYZYGL",10
"SYZYLF",9
"SYZYLO",3
"SYZYLS",21
"SYZYNI",153
"SYZYPO",8
"SYZYSM",4
"SYZYTP",1
"SYZYWZ",4
"TERMFT",4
"TERMMC",2
"TRDNPH",3
"TRIGFI",3
"TRIGLP",1
"TURPSP",2
"VATIMA",19
"VERNLA",6
"VILLFA",3
"VITIPH",4
"VOACGL",8
"WALSPI",3
"XPHLFL",143
"XPHLPA",4
"ZANTIN",2
"ZIZIAN",15
