"","x"
"AGLAAM",1
"AGLAAR",16
"AGLAED",30
"AGLAEL",148
"AGLALW",9
"AGLAOL",68
"ALANME",69
"ALBZBU",80
"ALLODI",3
"ALLOLE",9
"ALSEEL",27
"ALSEMA",40
"ANTHBA",6
"ANTICM",17
"ANTIPL",23
"APHAPO",37
"APORSP",14
"ARCH01",1
"ARCHSC",38
"ARDIPY",4
"ARDITO",17
"ARECWH",2
"ARTORU",6
"ARTOTR",18
"ASTRCA",14
"ASTRWM",83
"BARRAC",7
"BARRPT",12
"BERRCO",3
"BHESPA",3
"CALOBL",73
"CALOCD",1
"CALOCU",3
"CAMELA",30
"CANAAS",10
"CANAEU",1
"CANAGR",35
"CANAHI",31
"CARYCM",459
"CASEFU",1
"CASEGE",5
"CASEGR",2
"CCRP01",1
"CCRPCU",1
"CCRPPL",207
"CELTLU",66
"CHIOCO",11
"CHISCE",48
"CHISCU",117
"CHISPA",114
"CHISPE",583
"CLAOAR",26
"CLAOEU",8
"CLAOPB",18
"CLERMC",20
"CLERMI",62
"CLSTMY",2
"CODILU",2
"CRATSU",5
"CRPTCU",1
"CRYPCG",90
"CRYPTJ",11
"CYNOIN",151
"CYRTOB",3
"DACRRO",110
"DASYCL",8
"DEHACA",8
"DEHAIN",60
"DENDSC",52
"DILLLU",5
"DILLMG",29
"DILLPH",48
"DIMOMA",29
"DIMOPH",35
"DIOS02",20
"DIOS03",30
"DIOSBU",37
"DIOSKZ",4
"DIOSPE",29
"DIOSPO",12
"DIOSTO",95
"DIPTHA",18
"DIPTVA",423
"DISCEF",5
"DISCMI",77
"DPLDPA",688
"DPLSFA",5
"DRACED",20
"DRYPLO",111
"DRYPME",983
"DRYPMI",77
"DSCPWH",1
"DYSO06",3
"DYSOAL",4
"DYSOAR",15
"DYSOCB",71
"DYSOCU",1
"DYSOEX",61
"DYSOOP",346
"DYSOPA",77
"DYSOPF",1
"ELAELA",14
"ELLITO",5
"ENDICO",92
"ENDOPE",71
"ENICGR",146
"ERYTVA",2
"FICUBO",31
"FICUCO",310
"FICUFI",214
"FICUFK",1
"FICUIL",14
"FICULF",16
"FICUMC",1
"FICUMG",38
"FICUMH",12
"FICURC",38
"FICUSB",37
"FICUSC",32
"FICUTE",1
"FICUVR",30
"GARCCM",15
"GARCDV",3
"GARCLF",4
"GARCMG",8
"GARCRU",20
"GARDLO",7
"GARDME",31
"GLOCAL",48
"GLOCLT",21
"GLOCSB",3
"GLOCSF",2
"GLOCTR",3
"GLYCGR",69
"GMPDCU",24
"GONIEL",18
"GONOCA",22
"GREWST",331
"GUIOPL",3
"GYMN01",4
"GYMNFA",17
"GYNOAX",3
"HAPLBB",148
"HAPLLA",40
"HELIRO",5
"HOPEAC",8
"HORSCO",17
"KAYELA",4
"KAYEPA",12
"KIBAEL",3
"KNEMGL",77
"KNEMKU",6
"LAGEBA",5
"LCSKCP",10
"LEEAAC",3
"LEEACG",34
"LEEAHA",4
"LEEAIN",2
"LEEANE",8
"LEEAPH",48
"LEPIFR",47
"LEPITE",117
"LEPTBA",393
"LITH01",13
"LITHCD",80
"LITSAL",167
"LITSFU",84
"LITSGA",163
"LITSGB",72
"LITSGR",15
"LITSTO",32
"LITSUR",84
"LITSVA",39
"MACABI",52
"MACAGR",190
"MACAOV",1
"MACATA",139
"MAGNCD",13
"MALLFL",1
"MALLMO",8
"MANGAL",103
"MARACO",24
"MCRDMG",51
"MEMEBR",6
"MEMEOL",2
"MEMERA",26
"MEMESY",1
"MISCPE",3
"MITRRF",26
"MLCPCO",63
"MLSTMA",1
"MUSSAN",7
"MYRIFR",18
"MYRIPH",17
"NAUC01",8
"NEPHRA",983
"NTRWCU",2
"NUVAAC",16
"OCTOSU",5
"OMPHMA",14
"ORANDE",32
"ORMOPA",22
"OROPCU",3
"PALA03",7
"PALA04",1
"PALABT",50
"PALAPH",19
"PALAPO",6
"PALATP",153
"PANDB1",1
"PANDBI",19
"PANDOL",4
"PCRTPE",3
"PHOEST",43
"PHYLRA",20
"PINAIN",1070
"PINAMA",397
"PIPTAS",4
"PLANSP",2
"POMEPI",25
"POUT02",4
"PRARSB",37
"PRUNFR",34
"PSUVLU",49
"PSYCMA",32
"PSYCMB",1
"PTERIN",104
"PTSPCE",8
"RADEPI",4
"SAURKL",77
"SEMEBU",19
"SEMECU",125
"SEMEDF",10
"SEMELF",26
"SEMEPH",24
"SHORCO",517
"SHORGU",116
"SHORNE",674
"SHORPA",1038
"SHORPH",117
"SHORPO",189
"SIPHCE",10
"SLOAJA",19
"STERCO",37
"STERCP",1
"STERMO",68
"STERRU",163
"STROPH",766
"SUREGL",4
"SYMPDE",3
"SYZY01",1
"SYZY05",35
"SYZY08",47
"SYZYBD",13
"SYZYBR",1
"SYZYBT",67
"SYZYCR",148
"SYZYCS",2
"SYZYEV",192
"SYZYGL",29
"SYZYLF",23
"SYZYLO",7
"SYZYLS",38
"SYZYLZ",1
"SYZYNI",368
"SYZYPO",9
"SYZYSM",5
"SYZYTP",2
"SYZYUR",1
"SYZYVD",3
"SYZYWZ",6
"TABEPA",2
"TERMFT",4
"TERMMC",2
"TRDNPH",5
"TRIGFI",11
"TRIGLP",4
"TURPSP",4
"VATIMA",29
"VERNLA",13
"VILLFA",21
"VITIPH",13
"VOACGL",48
"WALSPI",9
"XPHLFL",264
"XPHLPA",13
"ZANTIN",2
"ZIZIAN",38
